WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:          8901                                                                                   |
|  Number of clauses:           67820                                                                                   |
|  Parse time:                   0.04 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         0 |       100 |    8890    67820   264580 |    24867      106      3 |           0  -           6 |  0.124 %  |
|         1 |       100 |    8885    67820   264580 |    24867      429      4 |          30  -         332 |  0.180 %  |
|         3 |       100 |    8890    67820   264580 |    24867      497      4 |          45  -         397 |  0.124 %  |
|         2 |       100 |    8883    67820   264580 |    24867      544      4 |          27  -         446 |  0.202 %  |
|         0 |       250 |    8883    67820   264580 |    27354      633      4 |          33  -         384 |  0.202 %  |
|         1 |       250 |    8883    67820   264580 |    27354      996      4 |          30  -         749 |  0.202 %  |
|         3 |       250 |    8883    67820   264580 |    27354     1100      4 |          45  -         850 |  0.202 %  |
|         2 |       250 |    8883    67820   264580 |    27354     1289      4 |          27  -        1041 |  0.202 %  |
|         0 |       475 |    8883    67820   264580 |    30089     1540      4 |          33  -        1066 |  0.202 %  |
|         1 |       475 |    8883    67820   264580 |    30089     1840      4 |          30  -        1368 |  0.202 %  |
|         3 |       475 |    8883    67820   264580 |    30089     1882      4 |          45  -        1407 |  0.202 %  |
|         2 |       475 |    8883    67820   264580 |    30089     2095      4 |          27  -        1622 |  0.202 %  |
|         0 |       812 |    8883    67820   264580 |    33098     2913      4 |          33  -        2102 |  0.202 %  |
|         3 |       812 |    8882    67820   264580 |    33098     3199      4 |          49  -        2387 |  0.213 %  |
|         2 |       812 |    8882    67820   264580 |    33098     3244      4 |          31  -        2433 |  0.213 %  |
|         1 |       812 |    8882    67820   264580 |    33098     3465      4 |          30  -        2657 |  0.213 %  |
|         3 |      1318 |    8882    67767   264427 |    36408     4692      4 |          49  -        3380 |  0.213 %  |
|         0 |      1318 |    8882    67767   264427 |    36408     4870      4 |          37  -        3559 |  0.213 %  |
|         2 |      1318 |    8882    67767   264427 |    36408     5357      4 |          31  -        4046 |  0.213 %  |
|         1 |      1318 |    8882    67767   264427 |    36408     5460      4 |          30  -        4152 |  0.213 %  |
|         3 |      2077 |    8882    67767   264427 |    40049     7357      5 |          49  -        5286 |  0.213 %  |
|         0 |      2077 |    8882    67767   264427 |    40049     7349      5 |          37  -        5279 |  0.213 %  |
|         2 |      2077 |    8882    67767   264427 |    40049     8047      5 |          31  -        5977 |  0.213 %  |
|         1 |      2077 |    8882    67767   264427 |    40049     8348      5 |          30  -        6281 |  0.213 %  |
|         3 |      3216 |    8882    67767   264427 |    44053    10936      5 |          49  -        7726 |  0.213 %  |
|         0 |      3216 |    8882    67767   264427 |    44053    11430      5 |          37  -        8221 |  0.213 %  |
|         2 |      3216 |    8882    67767   264427 |    44053    12454      5 |          31  -        9245 |  0.213 %  |
|         1 |      3216 |    8882    67767   264427 |    44053    12445      5 |          30  -        9239 |  0.213 %  |
|         3 |      4924 |    8882    67767   264427 |    48459    16855      5 |          49  -       11937 |  0.213 %  |
|         0 |      4924 |    8882    67767   264427 |    48459    17174      5 |          37  -       12257 |  0.213 %  |
|         1 |      4924 |    8882    67767   264427 |    48459    17974      5 |          30  -       13060 |  0.213 %  |
|         2 |      4924 |    8882    67767   264427 |    48459    18272      5 |          31  -       13355 |  0.213 %  |
|         3 |      7486 |    8882    67767   264427 |    53305    25649      6 |          49  -       18169 |  0.213 %  |
|         0 |      7486 |    8882    67767   264427 |    53305    25988      6 |          37  -       18509 |  0.213 %  |
|         1 |      7486 |    8882    67767   264427 |    53305    26223      6 |          30  -       18747 |  0.213 %  |
|         2 |      7486 |    8882    67767   264427 |    53305    26272      6 |          31  -       18793 |  0.213 %  |
|         3 |     11330 |    8882    67767   264427 |    58635    36819      6 |          49  -       25495 |  0.213 %  |
|         1 |     11330 |    8882    67767   264427 |    58635    37695      7 |          30  -       26375 |  0.213 %  |
|         0 |     11330 |    8882    67767   264427 |    58635    37787      6 |          37  -       26463 |  0.213 %  |
|         2 |     11330 |    8882    67767   264427 |    58635    38069      6 |          31  -       26746 |  0.213 %  |
|         3 |     17096 |    8882    67767   264427 |    64499    52728      7 |          49  -       35638 |  0.213 %  |
|         1 |     17096 |    8882    67767   264427 |    64499    53488      8 |          30  -       36402 |  0.213 %  |
|         0 |     17096 |    8882    67767   264427 |    64499    53536      8 |          37  -       36446 |  0.213 %  |
|         2 |     17096 |    8882    67767   264427 |    64499    53682      8 |          31  -       36593 |  0.213 %  |
|         0 |     25745 |    8882    67767   264427 |    70949    44166      9 |          37  -       50865 |  0.213 %  |
|         3 |     25745 |    8882    67767   264427 |    70949    44412      8 |          49  -       50956 |  0.213 %  |
|         1 |     25745 |    8882    67767   264427 |    70949    45401      9 |          30  -       52146 |  0.213 %  |
|         2 |     25745 |    8882    67767   264427 |    70949    45817      9 |          31  -       52782 |  0.213 %  |
|         3 |     38719 |    8882    67767   264427 |    78044    40699     10 |          49  -       70326 |  0.213 %  |
|         0 |     38719 |    8882    67767   264427 |    78044    41267     12 |          37  -       71555 |  0.213 %  |
|         1 |     38719 |    8882    67767   264427 |    78044    41826      9 |          30  -       71677 |  0.213 %  |
|         2 |     38719 |    8882    67767   264427 |    78044    43705     11 |          31  -       74236 |  0.213 %  |
|         3 |     58180 |    8882    67767   264427 |    85848    51601     10 |          49  -      100872 |  0.213 %  |
|         0 |     58180 |    8882    67767   264427 |    85848    52535     10 |          37  -      102537 |  0.213 %  |
|         1 |     58180 |    8882    67767   264427 |    85848    52470     10 |          30  -      101973 |  0.213 %  |
|         2 |     58180 |    8882    67767   264427 |    85848    54242     10 |          31  -      104724 |  0.213 %  |
|         3 |     87372 |    8882    67767   264427 |    94433    78862     13 |          49  -      141945 |  0.213 %  |
|         0 |     87372 |    8882    67767   264427 |    94433    79145     13 |          37  -      142897 |  0.213 %  |
|         1 |     87372 |    8882    67767   264427 |    94433    81768     13 |          30  -      145190 |  0.213 %  |
|         2 |     87372 |    8882    67767   264427 |    94433    82311     14 |          31  -      147604 |  0.213 %  |
|         0 |    131161 |    8882    67767   264427 |   103877    80648     11 |          37  -      201336 |  0.213 %  |
|         3 |    131161 |    8882    67767   264427 |   103877    80387     12 |          49  -      201831 |  0.213 %  |
|         1 |    131161 |    8882    67767   264427 |   103877    91439     12 |          30  -      208815 |  0.213 %  |
|         2 |    131161 |    8882    67767   264427 |   103877    91317     12 |          31  -      210206 |  0.213 %  |
|         0 |    196845 |    8882    67767   264427 |   114264    56916     17 |          37  -      285526 |  0.213 %  |
|         3 |    196845 |    8882    67767   264427 |   114264    61979     14 |          49  -      288718 |  0.213 %  |
|         2 |    196845 |    8882    67767   264427 |   114264    69502     17 |          31  -      293900 |  0.213 %  |
|         1 |    196845 |    8882    67767   264427 |   114264    73218     17 |          30  -      295479 |  0.213 %  |
|         0 |    295371 |    8882    67767   264427 |   125691    69818     12 |          37  -      407103 |  0.213 %  |
|         3 |    295371 |    8882    67767   264427 |   125691    77976     23 |          49  -      415332 |  0.213 %  |
|         2 |    295371 |    8882    67767   264427 |   125691    84079     15 |          31  -      416975 |  0.213 %  |
|         1 |    295371 |    8882    67767   264427 |   125691    88366     16 |          30  -      417282 |  0.213 %  |
|         0 |    443160 |    8882    67767   264427 |   138260    83781     27 |          37  -      582197 |  0.213 %  |
|         3 |    443160 |    8882    67767   264427 |   138260    88678     26 |          49  -      587023 |  0.213 %  |
|         2 |    443160 |    8882    67767   264427 |   138260   103708     26 |          31  -      593692 |  0.213 %  |
|         1 |    443160 |    8882    67767   264427 |   138260   104387     25 |          30  -      590593 |  0.213 %  |
|         0 |    664843 |    8882    67767   264427 |   152086   115540     19 |          37  -      837261 |  0.213 %  |
|         3 |    664843 |    8882    67767   264427 |   152086   114822     17 |          49  -      838152 |  0.213 %  |
|         2 |    664843 |    8882    67767   264427 |   152086   121443     19 |          31  -      838319 |  0.213 %  |
|         1 |    664843 |    8882    67767   264427 |   152086   116330     17 |          30  -      835243 |  0.213 %  |
|         0 |    997368 |    8882    67767   264427 |   167294    94671     28 |          37  -     1189510 |  0.213 %  |
|         3 |    997368 |    8882    67767   264427 |   167294    95131     32 |          49  -     1203575 |  0.213 %  |
|         1 |    997368 |    8882    67767   264427 |   167294   103812     27 |          30  -     1205460 |  0.213 %  |
|         2 |    997368 |    8882    67767   264427 |   167294   103926     30 |          31  -     1208280 |  0.213 %  |
|         0 |   1496156 |    8882    67767   264427 |   184024   117947     22 |          37  -     1665128 |  0.213 %  |
|         1 |   1496156 |    8882    67767   264427 |   184024    85916     15 |          30  -     1702453 |  0.213 %  |
|         2 |   1496156 |    
