WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:         26328                                                                                   |
|  Number of clauses:           78021                                                                                   |
|  Parse time:                   0.05 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         2 |       100 |   26308    78019   182045 |    28607      154      8 |          81  -          61 |  0.076 %  |
|         3 |       100 |   26292    78019   182045 |    28607      222      7 |         126  -         133 |  0.137 %  |
|         1 |       100 |   26284    77913   181822 |    28607      265     10 |         121  -         174 |  0.167 %  |
|         0 |       100 |   26282    77898   181789 |    28606      281      8 |         127  -         194 |  0.175 %  |
|         0 |       250 |   26268    77898   181789 |    31467      485      9 |         145  -         248 |  0.228 %  |
|         2 |       250 |   26268    77866   181715 |    31468      506     13 |         122  -         270 |  0.228 %  |
|         1 |       250 |   26268    77866   181715 |    31468      788     11 |         131  -         549 |  0.228 %  |
|         2 |       475 |   26268    77866   181715 |    34615      915      9 |         122  -         454 |  0.228 %  |
|         0 |       475 |   26268    77866   181715 |    34614     1353      8 |         145  -         891 |  0.228 %  |
|         3 |       250 |   26268    77866   181715 |    31468     1140      5 |         145  -         901 |  0.228 %  |
|         1 |       475 |   26268    77866   181715 |    34615     1554      9 |         131  -        1090 |  0.228 %  |
|         2 |       812 |   26268    77866   181715 |    38076     1616      9 |         122  -         818 |  0.228 %  |
|         0 |       812 |   26268    77866   181715 |    38075     1960     15 |         145  -        1161 |  0.228 %  |
|         3 |       475 |   26268    77866   181715 |    34615     1804     10 |         145  -        1340 |  0.228 %  |
|         1 |       812 |   26268    77866   181715 |    38076     2185     15 |         131  -        1384 |  0.228 %  |
|         0 |      1318 |   26268    77866   181715 |    41883     2682     18 |         145  -        1377 |  0.229 %  |
|         3 |       812 |   26268    77866   181715 |    38076     2411     18 |         145  -        1609 |  0.230 %  |
|         2 |      1318 |   26268    77866   181715 |    41884     2725     27 |         122  -        1421 |  0.229 %  |
|         3 |      1318 |   26268    77866   181715 |    41884     3141     18 |         145  -        1833 |  0.228 %  |
|         1 |      1318 |   26268    77866   181715 |    41884     3328     18 |         131  -        2021 |  0.228 %  |
|         3 |      2077 |   26268    77866   181715 |    46072     4228     18 |         145  -        2161 |  0.230 %  |
|         0 |      2077 |   26268    77866   181715 |    46071     4419     20 |         145  -        2355 |  0.229 %  |
|         2 |      2077 |   26268    77866   181715 |    46072     4148     24 |         122  -        2085 |  0.229 %  |
|         1 |      2077 |   26268    77866   181715 |    46072     5203     25 |         131  -        3137 |  0.229 %  |
|         3 |      3216 |   26268    77866   181715 |    50680     5775     17 |         145  -        2569 |  0.230 %  |
|         1 |      3216 |   26268    77866   181715 |    50680     6648     22 |         131  -        3443 |  0.228 %  |
|         0 |      3216 |   26268    77866   181715 |    50678     7291     26 |         145  -        4088 |  0.228 %  |
|         3 |      4924 |   26268    77866   181715 |    55748     8176     18 |         145  -        3262 |  0.230 %  |
|         2 |      3216 |   26268    77866   181715 |    50680     7237     34 |         122  -        4035 |  0.228 %  |
|         0 |      4924 |   26265    77858   181698 |    55746     9632     24 |         145  -        4724 |  0.240 %  |
|         1 |      4924 |   26265    77858   181698 |    55748    10396     27 |         156  -        5485 |  0.240 %  |
|         2 |      4924 |   26265    77858   181698 |    55748    10598     32 |         147  -        5690 |  0.240 %  |
|         0 |      7486 |   26265    77858   181698 |    61321    13676     27 |         145  -        6206 |  0.240 %  |
|         3 |      7486 |   26265    77858   181698 |    61323    13841     27 |         170  -        6367 |  0.241 %  |
|         1 |      7486 |   26265    77858   181698 |    61323    14165     31 |         156  -        6692 |  0.240 %  |
|         2 |      7486 |   26265    77858   181698 |    61323    14567     34 |         147  -        7097 |  0.239 %  |
|         0 |     11330 |   26199    77564   181046 |    67453    19357     28 |         159  -        8139 |  0.490 %  |
|         1 |     11330 |   26199    77564   181046 |    67455    20303     31 |         156  -        9096 |  0.491 %  |
|         2 |     11330 |   26199    77564   181046 |    67455    21066     31 |         161  -        9849 |  0.490 %  |
|         3 |     11330 |   26199    77564   181046 |    67455    21855     34 |         184  -       10634 |  0.490 %  |
|         3 |     17096 |   26199    77564   181046 |    74201    28683     31 |         184  -       11696 |  0.490 %  |
|         1 |     17096 |   26199    77564   181046 |    74201    29704     35 |         156  -       12731 |  0.491 %  |
|         0 |     17096 |   26199    77564   181046 |    74199    30393     31 |         159  -       13409 |  0.490 %  |
|         2 |     17096 |   26199    77564   181046 |    74201    31047     33 |         161  -       14064 |  0.491 %  |
|         3 |     25745 |   26199    77564   181046 |    81621    41074     33 |         184  -       15438 |  0.490 %  |
|         1 |     25745 |   26199    77564   181046 |    81621    41828     34 |         156  -       16206 |  0.491 %  |
|         2 |     25745 |   26199    77564   181046 |    81621    47041     33 |         161  -       21409 |  0.491 %  |
|         0 |     25745 |   26199    77564   181046 |    81619    47911     34 |         159  -       22278 |  0.490 %  |
|         1 |     38719 |   26199    77564   181046 |    89783    59512     32 |         156  -       20916 |  0.491 %  |
|         3 |     38719 |   26199    77564   181046 |    89783    61195     33 |         184  -       22585 |  0.492 %  |
|         0 |     38719 |   26199    77564   181046 |    89780    66280     43 |         159  -       27673 |  0.492 %  |
|         2 |     38719 |   26199    77564   181046 |    89783    66652     35 |         161  -       28046 |  0.491 %  |
|         1 |     58180 |   26199    77564   181046 |    98761    85323     40 |         156  -       27266 |  0.491 %  |
|         0 |     58180 |   26199    77564   181046 |    98759    27905     27 |         159  -       36132 |  0.492 %  |
|         3 |     58180 |   26199    77564   181046 |    98761    34351     38 |         184  -       37645 |  0.492 %  |
|         2 |     58180 |   26199    77564   181046 |    98761    45028     30 |         161  -       45104 |  0.491 %  |
|         1 |     87372 |   26199    77564   181046 |   108637    54548     37 |         156  -       43272 |  0.491 %  |
|         3 |     87372 |   26199    77564   181046 |   108637    76950     39 |         184  -       51052 |  0.492 %  |
|         0 |     87372 |   26199    77564   181046 |   108634    74146     37 |         159  -       53181 |  0.492 %  |
|         2 |     87372 |   26199    77564   181046 |   108637    93318     36 |         161  -       64202 |  0.492 %  |
|         1 |    131161 |   26199    77564   181046 |   119501    46673     23 |         156  -       70610 |  0.492 %  |
|         3 |    131161 |   26199    77564   181046 |   119501    63395     32 |         184  -       76720 |  0.492 %  |
|         0 |    131161 |   26199    77564   181046 |   119498    68281     31 |         159  -       81268 |  0.492 %  |
|         2 |    131161 |   26199    77564   181046 |   119501    69250     28 |         161  -       86001 |  0.492 %  |
|         0 |    196845 |   26199    77564   181046 |   131448    60851     38 |         159  -      109639 |  0.492 %  |
|         3 |    196845 |   26199    77564   181046 |   131451    70044     27 |         184  -      106218 |  0.492 %  |
|         1 |    196845 |   26199    77564   181046 |   131451    63878     40 |         156  -      107076 |  0.492 %  |
|         2 |    196845 |   26199    77564   181046 |   131451    78836     44 |         161  -      113749 |  0.492 %  |
|         0 |    295371 |   26199    77564   181046 |   144593    52814     47 |         159  -      116126 |  0.492 %  |
|         3 |    295371 |   26199    77564   181046 |   144596    91004     51 |         184  -      133016 |  0.492 %  |
|         1 |    295371 |   26199    77564   181046 |   144596    84507     36 |         156  -      133635 |  0.493 %  |
|         2 |    295371 |   26199    77564   181046 |   144596   104469     49 |         161  -      144110 |  0.492 %  |
|         1 |    443160 |   26199    77564   181046 |   159056   132635     22 |         156  -      159967 |  0.493 %  |
|         0 |    443160 |   26199    77564   181046 |   159052   136668     52 |         159  -      167398 |  0.492 %  |
|         3 |    443160 |   26199    77564   181046 |   159056    58127     55 |         184  -      184059 |  0.492 %  |
|         2 |    443160 |   26199    77564   181046 |   159056    46745     84 |         161  -      196025 |  0.492 %  |
|         1 |    664843 |   26199    77564   181046 |   174962    69281     73 |         156  -      176958 |  0.490 %  |
|         0 |    664843 |   26199    77564   181046 |   174957   151368     54 |         159  -      232215 |  0.490 %  |
|         2 |    664843 |   26199    77564   181046 |   174962    83384     38 |         161  -      261928 |  0.492 %  |
|         3 |    664843 |   26199    77564   181046 |   174962    98730     55 |         184  -      275365 |  0.490 %  |
|         1 |    997368 |   26196    77556   181029 |   192458    54064     56 |         250  -      280665 |  0.503 %  |
|         0 |    997368 |   26196    77556   181029 |   192453   152205     72 |         253  -      351397 |  0.503 %  |
|         2 |    997368 |   26196    77556   181029 |   192458    46407     92 |         255  -      366973 |  0.503 %  |
|         3 |    997368 |   26196    77556   181029 |   192458    75822     96 |         184  -      375760 |  0.503 %  |
|         1 |   1496156 |   26196    77556   181029 |   211704    69994     74 |         250  -      331526 |  0.503 %  |
|         2 |   1496156 |   26196    77556   181029 |   211704   127049     66 |         255  -      436896 |  0.503 %  |
|         3 |   1496156 |   2
