WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:          8590                                                                                   |
|  Number of clauses:           65073                                                                                   |
|  Parse time:                   0.03 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         0 |       100 |    8580    65073   253555 |    23860      278      3 |           0  -         178 |  0.116 %  |
|         1 |       100 |    8580    65073   253555 |    23860      395      4 |           0  -         295 |  0.116 %  |
|         3 |       100 |    8580    65073   253555 |    23860      422      4 |           0  -         322 |  0.116 %  |
|         2 |       100 |    8580    65073   253555 |    23860      475      4 |           0  -         375 |  0.116 %  |
|         3 |       250 |    8579    65073   253555 |    26246      928      4 |          11  -         678 |  0.128 %  |
|         1 |       250 |    8579    65073   253555 |    26246      952      4 |           0  -         703 |  0.128 %  |
|         2 |       250 |    8579    65073   253555 |    26246     1012      4 |          11  -         761 |  0.128 %  |
|         0 |       250 |    8579    65073   253555 |    26246     1018      4 |          11  -         768 |  0.128 %  |
|         2 |       475 |    8579    65073   253555 |    28870     1757      4 |          11  -        1281 |  0.128 %  |
|         1 |       475 |    8579    65073   253555 |    28870     1753      4 |           0  -        1279 |  0.128 %  |
|         0 |       475 |    8579    65073   253555 |    28870     2000      4 |          11  -        1525 |  0.128 %  |
|         3 |       475 |    8579    65073   253555 |    28870     2098      4 |          11  -        1623 |  0.128 %  |
|         2 |       812 |    8579    65073   253555 |    31757     2876      4 |          11  -        2063 |  0.128 %  |
|         1 |       812 |    8579    65073   253555 |    31757     3138      4 |           0  -        2326 |  0.128 %  |
|         0 |       812 |    8579    65073   253555 |    31757     3244      4 |          11  -        2432 |  0.128 %  |
|         3 |       812 |    8579    65073   253555 |    31757     3397      4 |          11  -        2585 |  0.128 %  |
|         0 |      1318 |    8579    65067   253539 |    34933     4739      5 |          11  -        3421 |  0.128 %  |
|         1 |      1318 |    8579    65067   253539 |    34933     4929      5 |           0  -        3611 |  0.128 %  |
|         2 |      1318 |    8579    65067   253539 |    34933     5208      5 |          11  -        3889 |  0.128 %  |
|         3 |      1318 |    8579    65067   253539 |    34933     5400      4 |          11  -        4082 |  0.128 %  |
|         0 |      2077 |    8579    65067   253539 |    38426     7225      5 |          11  -        5148 |  0.128 %  |
|         1 |      2077 |    8579    65067   253539 |    38426     7460      5 |           0  -        5383 |  0.128 %  |
|         3 |      2077 |    8578    65061   253523 |    38426     8223      5 |          23  -        6146 |  0.140 %  |
|         2 |      2077 |    8578    65061   253523 |    38426     8441      5 |          23  -        6362 |  0.140 %  |
|         1 |      3216 |    8577    65061   253523 |    42269    10919      5 |          13  -        7703 |  0.151 %  |
|         0 |      3216 |    8577    65055   253507 |    42269    11560      5 |          11  -        8346 |  0.151 %  |
|         3 |      3216 |    8577    65055   253507 |    42269    12143      5 |          24  -        8927 |  0.151 %  |
|         2 |      3216 |    8575    65041   253465 |    42269    12714      5 |          27  -        9499 |  0.175 %  |
|         1 |      4924 |    8575    65041   253465 |    46496    16498      5 |          13  -       11578 |  0.175 %  |
|         0 |      4924 |    8575    65041   253465 |    46496    17047      5 |          14  -       12128 |  0.175 %  |
|         3 |      4924 |    8575    65041   253465 |    46496    18176      5 |          27  -       13255 |  0.175 %  |
|         2 |      4924 |    8575    65041   253465 |    46496    18734      5 |          27  -       13811 |  0.175 %  |
|         1 |      7486 |    8575    65041   253465 |    51146    24582      6 |          13  -       17100 |  0.175 %  |
|         0 |      7486 |    8575    65041   253465 |    51146    25744      6 |          14  -       18263 |  0.175 %  |
|         2 |      7486 |    8575    65041   253465 |    51146    26406      6 |          27  -       18921 |  0.175 %  |
|         3 |      7486 |    8575    65041   253465 |    51146    26654      6 |          27  -       19171 |  0.175 %  |
|         1 |     11330 |    8575    65041   253465 |    56260    36499      6 |          13  -       25173 |  0.175 %  |
|         2 |     11330 |    8575    65041   253465 |    56260    37297      6 |          27  -       25968 |  0.175 %  |
|         0 |     11330 |    8575    65041   253465 |    56260    37290      6 |          14  -       25965 |  0.175 %  |
|         3 |     11330 |    8575    65041   253465 |    56260    38577      6 |          27  -       27250 |  0.175 %  |
|         0 |     17096 |    8575    65041   253465 |    61886    52080      8 |          14  -       34989 |  0.175 %  |
|         2 |     17096 |    8575    65041   253465 |    61886    52582      8 |          27  -       35487 |  0.175 %  |
|         1 |     17096 |    8575    65041   253465 |    61886    52906      8 |          13  -       35814 |  0.175 %  |
|         3 |     17096 |    8575    65041   253465 |    61886    53714      8 |          27  -       36621 |  0.175 %  |
|         2 |     25745 |    8575    65041   253465 |    68075    43968     11 |          27  -       49292 |  0.175 %  |
|         0 |     25745 |    8575    65041   253465 |    68075    44477     10 |          14  -       49773 |  0.175 %  |
|         1 |     25745 |    8575    65041   253465 |    68075    45220     10 |          13  -       50524 |  0.175 %  |
|         3 |     25745 |    8575    65041   253465 |    68075    46410     10 |          27  -       51774 |  0.175 %  |
|         0 |     38719 |    8575    65041   253465 |    74883    43023     12 |          14  -       69506 |  0.175 %  |
|         2 |     38719 |    8575    65041   253465 |    74883    43198     10 |          27  -       69714 |  0.175 %  |
|         1 |     38719 |    8575    65041   253465 |    74883    43921     11 |          13  -       70714 |  0.175 %  |
|         3 |     38719 |    8575    65041   253465 |    74883    45477     11 |          27  -       72185 |  0.175 %  |
|         0 |     58180 |    8575    65041   253465 |    82371    54284     11 |          14  -       99101 |  0.175 %  |
|         2 |     58180 |    8575    65041   253465 |    82371    53747     12 |          27  -       99197 |  0.175 %  |
|         3 |     58180 |    8575    65041   253465 |    82371    55039     12 |          27  -      100055 |  0.175 %  |
|         1 |     58180 |    8575    65041   253465 |    82371    54514     12 |          13  -      100616 |  0.175 %  |
|         0 |     87372 |    8575    65041   253465 |    90608    79169     17 |          14  -      136113 |  0.175 %  |
|         3 |     87372 |    8575    65041   253465 |    90608    79934     16 |          27  -      137408 |  0.175 %  |
|         2 |     87372 |    8575    65041   253465 |    90608    78518     18 |          27  -      137667 |  0.175 %  |
|         1 |     87372 |    8575    65041   253465 |    90608    78951     17 |          13  -      137937 |  0.175 %  |
|         3 |    131161 |    8575    65041   253465 |    99669    78050     13 |          27  -      192738 |  0.175 %  |
|         0 |    131161 |    8575    65041   253465 |    99669    84204     14 |          14  -      194144 |  0.175 %  |
|         2 |    131161 |    8575    65041   253465 |    99669    80115     13 |          27  -      194238 |  0.175 %  |
|         1 |    131161 |    8575    65041   253465 |    99669    83956     14 |          13  -      196151 |  0.175 %  |
|         2 |    196845 |    8575    65041   253465 |   109636    63330     21 |          27  -      274399 |  0.175 %  |
|         0 |    196845 |    8575    65041   253465 |   109636    82434     20 |          14  -      277107 |  0.175 %  |
|         1 |    196845 |    8575    65041   253465 |   109636    68178     17 |          13  -      276873 |  0.175 %  |
|         3 |    196845 |    8575    65041   253465 |   109636    73921     18 |          27  -      278038 |  0.175 %  |
|         1 |    295371 |    8575    65041   253465 |   120600    82211     21 |          13  -      388490 |  0.175 %  |
|         2 |    295371 |    8575    65041   253465 |   120600    85735     19 |          27  -      389664 |  0.175 %  |
|         0 |    295371 |    8575    65041   253465 |   120600    58396     14 |          14  -      393295 |  0.175 %  |
|         3 |    295371 |    8575    65041   253465 |   120600   104682     20 |          27  -      399753 |  0.175 %  |
|         0 |    443160 |    8575    65041   253465 |   132660    83900     28 |          14  -      546634 |  0.175 %  |
|         1 |    443160 |    8575    65041   253465 |   132660   113891     29 |          13  -      553179 |  0.175 %  |
|         2 |    443160 |    8575    65041   253465 |   132660    52404     28 |          27  -      559558 |  0.175 %  |
|         3 |    443160 |    8575    65041   253465 |   132660    51759     33 |          27  -      558892 |  0.175 %  |
|         1 |    664843 |    8575    65041   253465 |   145926    64430     20 |          13  -      790514 |  0.175 %  |
|         0 |    664843 |    8575    65041   253465 |   145926    68902     18 |          14  -      795997 |  0.175 %  |
|         2 |    664843 |    8575    65041   253465 |   145926   124348     19 |          27  -      810601 |  0.175 %  |
|         3 |    664843 |    8575    65041   253465 |   145926    98779     16 |          27  -      805613 |  0.175 %  |
|         0 |    997368 |    8575    65041   253465 |   160518    85149     47 |          14  -     1142456 |  0.175 %  |
|         1 |    997368 |    8575    65041   253465 |   160518    90338     31 |          13  -     1138501 |  0.175 %  |
|         2 |    997368 |    8575    65041   253465 |   160518   139966     42 |          27  -     1145741 |  0.175 %  |
|         3 |    997368 |    8575    65041   253465 |   160518   134060     43 |          27  -     1157721 |  0.175 %  |
|         0 |   1496156 |    8575    65041   253465 |   176570   112921     28 |          14  -     1640041 |  0.175 %  |
|         1 |   1496156 |    8575    65041   253465 |   176570   122266     21 |          13  -     1640163 |  0.175 %  |
|         2 |   1496156 |    
