WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:          8276                                                                                   |
|  Number of clauses:           62296                                                                                   |
|  Parse time:                   0.02 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         0 |       100 |    8267    62296   242420 |    22841      101      3 |           0  -           1 |  0.109 %  |
|         1 |       100 |    8265    62296   242420 |    22841      531      4 |          10  -         431 |  0.133 %  |
|         0 |       250 |    8265    62296   242420 |    25126      538      4 |          10  -         289 |  0.133 %  |
|         2 |       100 |    8267    62296   242420 |    22841      534      4 |          20  -         434 |  0.109 %  |
|         3 |       100 |    8267    62296   242420 |    22841      558      4 |          20  -         458 |  0.109 %  |
|         1 |       250 |    8265    62296   242420 |    25126     1061      4 |          10  -         811 |  0.133 %  |
|         3 |       250 |    8265    62296   242420 |    25126     1147      4 |          20  -         897 |  0.133 %  |
|         2 |       250 |    8265    62296   242420 |    25126     1179      4 |          22  -         929 |  0.133 %  |
|         0 |       475 |    8264    62296   242420 |    27638     1527      4 |          10  -        1054 |  0.145 %  |
|         2 |       475 |    8264    62296   242420 |    27638     1919      4 |          22  -        1443 |  0.145 %  |
|         3 |       475 |    8264    62296   242420 |    27638     2025      4 |          22  -        1550 |  0.145 %  |
|         1 |       475 |    8264    62296   242420 |    27638     2034      4 |          12  -        1559 |  0.145 %  |
|         0 |       812 |    8264    62296   242420 |    30402     2602      4 |          10  -        1791 |  0.145 %  |
|         3 |       812 |    8264    62296   242420 |    30402     3328      4 |          22  -        2516 |  0.145 %  |
|         2 |       812 |    8264    62296   242420 |    30402     3374      4 |          22  -        2561 |  0.145 %  |
|         1 |       812 |    8264    62296   242420 |    30402     3486      4 |          12  -        2674 |  0.145 %  |
|         0 |      1318 |    8264    62296   242420 |    33442     4010      5 |          10  -        2693 |  0.145 %  |
|         2 |      1318 |    8264    62277   242367 |    33442     4858      5 |          22  -        3540 |  0.145 %  |
|         3 |      1318 |    8264    62277   242367 |    33442     5628      5 |          22  -        4311 |  0.145 %  |
|         1 |      1318 |    8264    62277   242367 |    33442     5661      5 |          12  -        4344 |  0.145 %  |
|         0 |      2077 |    8264    62277   242367 |    36787     6952      5 |          10  -        4877 |  0.145 %  |
|         2 |      2077 |    8264    62277   242367 |    36787     7211      5 |          22  -        5134 |  0.145 %  |
|         3 |      2077 |    8264    62277   242367 |    36787     8494      5 |          22  -        6418 |  0.145 %  |
|         1 |      2077 |    8264    62277   242367 |    36787     8594      5 |          12  -        6518 |  0.145 %  |
|         0 |      3216 |    8264    62277   242367 |    40465    11014      5 |          10  -        7800 |  0.145 %  |
|         2 |      3216 |    8264    62277   242367 |    40465    11076      5 |          22  -        7860 |  0.145 %  |
|         3 |      3216 |    8264    62277   242367 |    40465    12045      5 |          22  -        8830 |  0.145 %  |
|         1 |      3216 |    8264    62277   242367 |    40465    12528      5 |          12  -        9313 |  0.145 %  |
|         0 |      4924 |    8264    62277   242367 |    44512    17188      5 |          10  -       12265 |  0.145 %  |
|         2 |      4924 |    8264    62277   242367 |    44512    17242      5 |          22  -       12318 |  0.145 %  |
|         3 |      4924 |    8264    62277   242367 |    44512    17548      5 |          22  -       12625 |  0.145 %  |
|         1 |      4924 |    8264    62277   242367 |    44512    17824      5 |          12  -       12901 |  0.145 %  |
|         0 |      7486 |    8264    62277   242367 |    48963    25359      6 |          10  -       17874 |  0.145 %  |
|         1 |      7486 |    8264    62277   242367 |    48963    25656      6 |          12  -       18170 |  0.145 %  |
|         2 |      7486 |    8264    62277   242367 |    48963    25463      6 |          22  -       17977 |  0.145 %  |
|         3 |      7486 |    8264    62277   242367 |    48963    25823      6 |          22  -       18338 |  0.145 %  |
|         3 |     11330 |    8264    62277   242367 |    53859    36851      7 |          22  -       25522 |  0.145 %  |
|         0 |     11330 |    8264    62277   242367 |    53859    36841      6 |          10  -       25512 |  0.145 %  |
|         2 |     11330 |    8264    62277   242367 |    53859    37070      7 |          22  -       25740 |  0.145 %  |
|         1 |     11330 |    8264    62277   242367 |    53859    37203      7 |          12  -       25873 |  0.145 %  |
|         3 |     17096 |    8264    62277   242367 |    59245    51325      8 |          22  -       34230 |  0.145 %  |
|         1 |     17096 |    8264    62277   242367 |    59245    52484      8 |          12  -       35388 |  0.145 %  |
|         2 |     17096 |    8264    62277   242367 |    59245    52737      9 |          22  -       35641 |  0.145 %  |
|         0 |     17096 |    8264    62277   242367 |    59245    52677      8 |          10  -       35582 |  0.145 %  |
|         3 |     25745 |    8264    62277   242367 |    65170    44223     10 |          22  -       48158 |  0.145 %  |
|         2 |     25745 |    8264    62277   242367 |    65170    45205     10 |          22  -       49386 |  0.145 %  |
|         1 |     25745 |    8264    62277   242367 |    65170    46675     12 |          12  -       50609 |  0.145 %  |
|         0 |     25745 |    8264    62277   242367 |    65170    46324     10 |          10  -       50326 |  0.145 %  |
|         3 |     38719 |    8264    62277   242367 |    71687    43844     11 |          22  -       68520 |  0.145 %  |
|         2 |     38719 |    8264    62277   242367 |    71687    45396     10 |          22  -       69290 |  0.145 %  |
|         1 |     38719 |    8264    62277   242367 |    71687    46342     10 |          12  -       70332 |  0.145 %  |
|         0 |     38719 |    8264    62277   242367 |    71687    46861     11 |          10  -       70790 |  0.145 %  |
|         3 |     58180 |    8264    62277   242367 |    78856    55293     12 |          22  -       97068 |  0.145 %  |
|         2 |     58180 |    8264    62277   242367 |    78856    56669     11 |          22  -       97043 |  0.145 %  |
|         0 |     58180 |    8264    62277   242367 |    78856    58297     14 |          10  -       98826 |  0.145 %  |
|         1 |     58180 |    8264    62277   242367 |    78856    60071     13 |          12  -      100663 |  0.145 %  |
|         2 |     87372 |    8264    62277   242367 |    86741    44108     17 |          22  -      135058 |  0.145 %  |
|         0 |     87372 |    8264    62277   242367 |    86741    44911     14 |          10  -      135333 |  0.145 %  |
|         3 |     87372 |    8264    62277   242367 |    86741    44335     16 |          22  -      137796 |  0.145 %  |
|         1 |     87372 |    8264    62277   242367 |    86741    47004     16 |          12  -      137807 |  0.145 %  |
|         0 |    131161 |    8264    62277   242367 |    95416    58093     14 |          10  -      192047 |  0.145 %  |
|         2 |    131161 |    8264    62277   242367 |    95416    59022     16 |          22  -      193392 |  0.145 %  |
|         1 |    131161 |    8264    62277   242367 |    95416    59582     15 |          12  -      194857 |  0.145 %  |
|         3 |    131161 |    8264    62277   242367 |    95416    58191     14 |          22  -      195055 |  0.145 %  |
|         0 |    196845 |    8264    62277   242367 |   104957    51658     21 |          10  -      272118 |  0.145 %  |
|         2 |    196845 |    8264    62277   242367 |   104957    47527     24 |          22  -      271558 |  0.145 %  |
|         1 |    196845 |    8264    62277   242367 |   104957    52657     18 |          12  -      275962 |  0.145 %  |
|         3 |    196845 |    8264    62277   242367 |   104957    50788     22 |          22  -      277281 |  0.145 %  |
|         0 |    295371 |    8264    62277   242367 |   115453    86689     22 |          10  -      388221 |  0.145 %  |
|         2 |    295371 |    8264    62277   242367 |   115453    69821     17 |          22  -      386428 |  0.145 %  |
|         1 |    295371 |    8264    62277   242367 |   115453    77798     17 |          12  -      390692 |  0.145 %  |
|         3 |    295371 |    8264    62277   242367 |   115453    80480     20 |          22  -      393284 |  0.145 %  |
|         2 |    443160 |    8264    62277   242367 |   126998   105825     28 |          22  -      539000 |  0.145 %  |
|         0 |    443160 |    8264    62277   242367 |   126998   117789     28 |          10  -      542888 |  0.145 %  |
|         3 |    443160 |    8264    62277   242367 |   126998    51093     32 |          22  -      549501 |  0.145 %  |
|         1 |    443160 |    8264    62277   242367 |   126998    43305     36 |          12  -      552380 |  0.145 %  |
|         2 |    664843 |    8264    62277   242367 |   139698    53721     17 |          22  -      753885 |  0.145 %  |
|         0 |    664843 |    8264    62277   242367 |   139698    84721     20 |          10  -      771071 |  0.145 %  |
|         3 |    664843 |    8264    62277   242367 |   139698    80755     20 |          22  -      819676 |  0.145 %  |
|         1 |    664843 |    8264    62277   242367 |   139698    84258     19 |          12  -      829402 |  0.145 %  |
|         2 |    997368 |    8264    62277   242367 |   153668    46019     46 |          22  -     1053213 |  0.145 %  |
|         0 |    997368 |    8264    62277   242367 |   153668   115326     42 |          10  -     1109775 |  0.145 %  |
|         1 |    997368 |    8264    62277   242367 |   153668   105325     33 |          12  -     1156170 |  0.145 %  |
|         3 |    997368 |    8264    62277   242367 |   153668   140768     50 |          22  -     1173193 |  0.145 %  |
|         2 |   1496156 |    8264    62277   242367 |   169035    93638     17 |          22  -     1531862 |  0.145 %  |
|         0 |   1496156 |    8264    62277   242367 |   169035   116557     31 |          10  -     1566139 |  0.145 %  |
|         1 |   1496156 |    
