WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:         34320                                                                                   |
|  Number of clauses:          100383                                                                                   |
|  Parse time:                   0.04 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         0 |       100 |   34319   100381   234223 |    36806      187     10 |           2  -          87 |  0.003 %  |
|         3 |       100 |   34319   100381   234223 |    36807      303      5 |           2  -         203 |  0.003 %  |
|         1 |       100 |   34319   100381   234223 |    36807      338      6 |           2  -         238 |  0.003 %  |
|         2 |       100 |   34316   100381   234223 |    36807      354      6 |           0  -         255 |  0.013 %  |
|         2 |       250 |   34316   100373   234206 |    40487      560      8 |           0  -         317 |  0.012 %  |
|         0 |       250 |   34316   100381   234223 |    40487      698      7 |           2  -         448 |  0.012 %  |
|         0 |       475 |   34316   100373   234206 |    44535      946      8 |           2  -         477 |  0.012 %  |
|         0 |       812 |   34316   100373   234206 |    48989     1289      8 |           2  -         483 |  0.012 %  |
|         2 |       475 |   34316   100373   234206 |    44536     1555      7 |           0  -        1087 |  0.012 %  |
|         0 |      1318 |   34316   100373   234206 |    53888     2012     11 |           2  -         700 |  0.012 %  |
|         1 |       250 |   34316   100373   234206 |    40487     1622      5 |           2  -        1378 |  0.012 %  |
|         3 |       250 |   34316   100373   234206 |    40487     1669      5 |           2  -        1425 |  0.012 %  |
|         2 |       812 |   34316   100373   234206 |    48990     2407      7 |           0  -        1602 |  0.012 %  |
|         3 |       475 |   34316   100373   234206 |    44536     2533      6 |           2  -        2064 |  0.012 %  |
|         1 |       475 |   34316   100373   234206 |    44536     2686      6 |           2  -        2217 |  0.012 %  |
|         0 |      2077 |   34316   100373   234206 |    59277     3458      9 |           2  -        1387 |  0.012 %  |
|         0 |      3216 |   34316   100373   234206 |    65204     4643     10 |           2  -        1433 |  0.012 %  |
|         3 |       812 |   34316   100373   234206 |    48990     3866      6 |           2  -        3060 |  0.012 %  |
|         2 |      1318 |   34316   100373   234206 |    53889     4163      8 |           0  -        2852 |  0.012 %  |
|         1 |       812 |   34316   100373   234206 |    48990     4351      7 |           2  -        3545 |  0.012 %  |
|         2 |      2077 |   34316   100373   234206 |    59278     5263      9 |           0  -        3193 |  0.012 %  |
|         2 |      3216 |   34316   100373   234206 |    65206     6832     10 |           0  -        3623 |  0.012 %  |
|         3 |      1318 |   34316   100373   234206 |    53889     6470      7 |           2  -        5158 |  0.012 %  |
|         1 |      1318 |   34316   100373   234206 |    53889     6562      7 |           2  -        5250 |  0.012 %  |
|         0 |      4924 |   34316   100373   234206 |    71725     8557     10 |           2  -        3639 |  0.012 %  |
|         1 |      2077 |   34316   100373   234206 |    59278     8144      8 |           2  -        6073 |  0.012 %  |
|         3 |      2077 |   34316   100373   234206 |    59278     8607      8 |           2  -        6536 |  0.012 %  |
|         2 |      4924 |   34316   100373   234206 |    71726    10352     10 |           0  -        5435 |  0.012 %  |
|         0 |      7486 |   34316   100373   234206 |    78897    12350     13 |           2  -        4870 |  0.012 %  |
|         3 |      3216 |   34316   100373   234206 |    65206    10732      9 |           2  -        7522 |  0.012 %  |
|         2 |      7486 |   34316   100373   234206 |    78899    13745     11 |           0  -        6266 |  0.012 %  |
|         1 |      3216 |   34316   100373   234206 |    65206    11809     10 |           2  -        8599 |  0.012 %  |
|         3 |      4924 |   34316   100373   234206 |    71726    14708     10 |           2  -        9790 |  0.012 %  |
|         0 |     11330 |   34316   100373   234206 |    86787    19042     13 |           2  -        7718 |  0.012 %  |
|         1 |      4924 |   34316   100373   234206 |    71726    15776     10 |           2  -       10858 |  0.012 %  |
|         2 |     11330 |   34316   100373   234206 |    86789    20004     12 |           0  -        8681 |  0.012 %  |
|         1 |      7486 |   34316   100373   234206 |    78899    20337     12 |           2  -       12857 |  0.012 %  |
|         3 |      7486 |   34316   100373   234206 |    78899    20911     11 |           2  -       13431 |  0.012 %  |
|         0 |     17096 |   34316   100373   234206 |    95466    28025     15 |           2  -       10935 |  0.012 %  |
|         2 |     17096 |   34316   100373   234206 |    95468    28864     14 |           0  -       11775 |  0.012 %  |
|         1 |     11330 |   34316   100373   234206 |    86789    27448     12 |           2  -       16124 |  0.012 %  |
|         3 |     11330 |   34316   100373   234206 |    86789    28186     13 |           2  -       16862 |  0.012 %  |
|         0 |     25745 |   34316   100373   234206 |   105012    41635     16 |           2  -       15896 |  0.012 %  |
|         1 |     17096 |   34316   100373   234206 |    95468    36467     14 |           2  -       19377 |  0.012 %  |
|         3 |     17096 |   34316   100373   234206 |    95468    36638     15 |           2  -       19547 |  0.012 %  |
|         2 |     25745 |   34316   100373   234206 |   105014    42544     15 |           0  -       16806 |  0.012 %  |
|         1 |     25745 |   34316   100373   234206 |   105014    49196     15 |           2  -       23457 |  0.012 %  |
|         3 |     25745 |   34316   100373   234206 |   105014    49561     15 |           2  -       23818 |  0.012 %  |
|         0 |     38719 |   34316   100373   234206 |   115514    60495     17 |           2  -       21782 |  0.012 %  |
|         2 |     38719 |   34316   100373   234206 |   115516    61720     18 |           0  -       23008 |  0.012 %  |
|         1 |     38719 |   34316   100373   234206 |   115516    66808     17 |           2  -       28095 |  0.012 %  |
|         3 |     38719 |   34316   100373   234206 |   115516    67857     16 |           2  -       29140 |  0.012 %  |
|         0 |     58180 |   34316   100373   234206 |   127065    87797     21 |           2  -       29623 |  0.012 %  |
|         2 |     58180 |   34316   100373   234206 |   127068    89428     19 |           0  -       31254 |  0.012 %  |
|         1 |     58180 |   34316   100373   234206 |   127068    92722     18 |           2  -       34548 |  0.012 %  |
|         3 |     58180 |   34316   100373   234206 |   127068    94667     18 |           2  -       36489 |  0.012 %  |
|         2 |     87372 |   34316   100373   234206 |   139774   125879     21 |           0  -       38513 |  0.012 %  |
|         0 |     87372 |   34316   100373   234206 |   139772   125349     22 |           2  -       37983 |  0.012 %  |
|         1 |     87372 |   34316   100373   234206 |   139774   128797     20 |           2  -       41431 |  0.012 %  |
|         3 |     87372 |   34316   100373   234206 |   139774   129501     20 |           2  -       42131 |  0.012 %  |
|         1 |    131161 |   34316   100373   234206 |   153752    72432     20 |           2  -       60063 |  0.012 %  |
|         2 |    131161 |   34316   100373   234206 |   153752    68609     18 |           0  -       58143 |  0.012 %  |
|         0 |    131161 |   34316   100373   234206 |   153749    68384     17 |           2  -       58503 |  0.012 %  |
|         3 |    131161 |   34316   100373   234206 |   153752    80311     19 |           2  -       65678 |  0.012 %  |
|         0 |    196845 |   34316   100373   234206 |   169124   154291     22 |           2  -       78724 |  0.012 %  |
|         1 |    196845 |   34316   100373   234206 |   169127    31478     32 |           2  -       82145 |  0.012 %  |
|         3 |    196845 |   34316   100373   234206 |   169127    34462     30 |           2  -       87178 |  0.013 %  |
|         2 |    196845 |   34316   100373   234206 |   169127    37505     28 |           0  -       84595 |  0.012 %  |
|         3 |    295371 |   34316   100373   234206 |   186040   155993     28 |           2  -      110183 |  0.013 %  |
|         1 |    295371 |   34316   100373   234206 |   186040   156815     27 |           2  -      108956 |  0.012 %  |
|         0 |    295371 |   34316   100373   234206 |   186036   132029     34 |           2  -      113950 |  0.012 %  |
|         2 |    295371 |   34316   100373   234206 |   186040   168868     30 |           0  -      117432 |  0.012 %  |
|         3 |    443160 |   34315   100370   234200 |   204644   173414     43 |           5  -      139465 |  0.015 %  |
|         1 |    443160 |   34315   100370   234200 |   204644   170705     38 |           5  -      135075 |  0.015 %  |
|         0 |    443160 |   34315   100370   234200 |   204640   154813     40 |           5  -      140600 |  0.015 %  |
|         2 |    443160 |   34315   100370   234200 |   204644    40097     37 |           0  -      145763 |  0.015 %  |
|         3 |    664843 |   34314   100367   234194 |   225108    69075     22 |          11  -      185618 |  0.017 %  |
|         1 |    664843 |   34314   100367   234194 |   225108    71209     30 |          11  -      182435 |  0.019 %  |
|         2 |    664843 |   34314   100367   234194 |   225108   140514     29 |           6  -      193189 |  0.019 %  |
|         0 |    664843 |   34314   100367   234194 |   225104    86363     27 |           5  -      197813 |  0.019 %  |
|         1 |    997368 |   34314   100367   234194 |   247619    75879     21 |          11  -      240195 |  0.018 %  |
|         3 |    997368 |   34314   100367   234194 |   247619    99200     34 |          18  -      260668 |  0.018 %  |
|         2 |    997368 |   34314   100367   234194 |   247619   152915     31 |        2012  -      260829 |  0.019 %  |
|         0 |    997368 |   21688    57764   136439 |   247614   117360     38 |          12  -      277145 | 36.807 %  |
|         1 |   1496156 |   21652    57665   136223 |   272381   117595     33 |        8050  -      307346 | 36.912 %  |
|         2 |   1496156 |   21607    57543   135941 |   272381   219247     43 |        8077  -      322101 | 37.043 %  |
|         3 |   1496156 |   2
