WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:          9528                                                                                   |
|  Number of clauses:           73369                                                                                   |
|  Parse time:                   0.04 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         0 |       100 |    9517    73369   286881 |    26901      279      3 |          12  -         179 |  0.115 %  |
|         2 |       100 |    9517    73369   286881 |    26901      311      3 |          12  -         211 |  0.115 %  |
|         1 |       100 |    9517    73369   286881 |    26901      583      3 |          12  -         483 |  0.115 %  |
|         3 |       100 |    9516    73369   286881 |    26901      594      4 |           0  -         495 |  0.126 %  |
|         2 |       250 |    9516    73369   286881 |    29592      656      4 |          12  -         406 |  0.126 %  |
|         0 |       250 |    9516    73369   286881 |    29592      927      4 |          12  -         676 |  0.126 %  |
|         1 |       250 |    9516    73369   286881 |    29592     1214      4 |          12  -         964 |  0.126 %  |
|         3 |       250 |    9516    73369   286881 |    29592     1243      4 |           0  -         994 |  0.126 %  |
|         2 |       475 |    9516    73369   286881 |    32551     1486      4 |          12  -        1011 |  0.126 %  |
|         0 |       475 |    9516    73369   286881 |    32551     1788      4 |          12  -        1312 |  0.126 %  |
|         3 |       475 |    9516    73369   286881 |    32551     1949      4 |           0  -        1475 |  0.126 %  |
|         1 |       475 |    9516    73369   286881 |    32551     2007      4 |          12  -        1532 |  0.126 %  |
|         2 |       812 |    9516    73369   286881 |    35806     2981      4 |          12  -        2168 |  0.126 %  |
|         0 |       812 |    9516    73369   286881 |    35806     3113      4 |          12  -        2299 |  0.126 %  |
|         3 |       812 |    9516    73369   286881 |    35806     3172      4 |           0  -        2361 |  0.126 %  |
|         1 |       812 |    9516    73369   286881 |    35806     3544      4 |          12  -        2732 |  0.126 %  |
|         3 |      1318 |    9516    73363   286865 |    39387     4799      4 |           0  -        3482 |  0.126 %  |
|         2 |      1318 |    9516    73363   286865 |    39387     5054      4 |          12  -        3734 |  0.126 %  |
|         1 |      1318 |    9516    73363   286865 |    39387     5239      4 |          12  -        3920 |  0.126 %  |
|         0 |      1318 |    9516    73363   286865 |    39387     5232      4 |          12  -        3912 |  0.126 %  |
|         3 |      2077 |    9516    73363   286865 |    43325     7570      5 |           0  -        5494 |  0.126 %  |
|         2 |      2077 |    9516    73363   286865 |    43325     7749      5 |          12  -        5670 |  0.126 %  |
|         0 |      2077 |    9516    73363   286865 |    43325     7805      5 |          12  -        5725 |  0.126 %  |
|         1 |      2077 |    9516    73363   286865 |    43325     7946      5 |          12  -        5868 |  0.126 %  |
|         3 |      3216 |    9516    73363   286865 |    47658    11283      5 |           0  -        8067 |  0.126 %  |
|         1 |      3216 |    9516    73363   286865 |    47658    11532      5 |          12  -        8315 |  0.126 %  |
|         0 |      3216 |    9516    73363   286865 |    47658    11541      5 |          12  -        8322 |  0.126 %  |
|         2 |      3216 |    9516    73363   286865 |    47658    12191      5 |          12  -        8973 |  0.126 %  |
|         0 |      4924 |    9516    73363   286865 |    52424    17100      5 |          12  -       12173 |  0.126 %  |
|         3 |      4924 |    9516    73363   286865 |    52424    17389      5 |           0  -       12465 |  0.126 %  |
|         1 |      4924 |    9516    73363   286865 |    52424    17840      5 |          12  -       12915 |  0.126 %  |
|         2 |      4924 |    9516    73363   286865 |    52424    17749      5 |          12  -       12823 |  0.126 %  |
|         0 |      7486 |    9514    73350   286828 |    57666    25660      6 |          13  -       18173 |  0.147 %  |
|         3 |      7486 |    9514    73350   286828 |    57666    25535      5 |           0  -       18052 |  0.147 %  |
|         1 |      7486 |    9514    73350   286828 |    57666    26596      6 |          13  -       19111 |  0.147 %  |
|         2 |      7486 |    9514    73350   286828 |    57666    26627      6 |          13  -       19141 |  0.147 %  |
|         3 |     11330 |    9514    73350   286828 |    63433    36505      6 |           0  -       25178 |  0.147 %  |
|         0 |     11330 |    9514    73350   286828 |    63433    37148      6 |          13  -       25817 |  0.147 %  |
|         2 |     11330 |    9514    73350   286828 |    63433    38970      6 |          13  -       27640 |  0.147 %  |
|         1 |     11330 |    9514    73350   286828 |    63433    39492      6 |          13  -       28163 |  0.147 %  |
|         3 |     17096 |    9514    73350   286828 |    69776    52590      7 |           0  -       35497 |  0.147 %  |
|         0 |     17096 |    9514    73350   286828 |    69776    53632      7 |          13  -       36535 |  0.147 %  |
|         2 |     17096 |    9514    73350   286828 |    69776    55237      7 |          13  -       38141 |  0.147 %  |
|         1 |     17096 |    9514    73350   286828 |    69776    56876      7 |          13  -       39781 |  0.147 %  |
|         0 |     25745 |    9514    73350   286828 |    76754    42109     10 |          13  -       51303 |  0.147 %  |
|         3 |     25745 |    9514    73350   286828 |    76754    41304      9 |           0  -       50532 |  0.147 %  |
|         2 |     25745 |    9514    73350   286828 |    76754    43494     10 |          13  -       52758 |  0.147 %  |
|         1 |     25745 |    9514    73350   286828 |    76754    44932      9 |          13  -       54253 |  0.147 %  |
|         3 |     38719 |    9514    73350   286828 |    84429    73321     10 |           0  -       69575 |  0.147 %  |
|         0 |     38719 |    9514    73350   286828 |    84429    76810     12 |          13  -       73030 |  0.147 %  |
|         2 |     38719 |    9514    73350   286828 |    84429    77192     12 |          13  -       73482 |  0.147 %  |
|         1 |     38719 |    9514    73350   286828 |    84429    39728     11 |          13  -       74904 |  0.147 %  |
|         3 |     58180 |    9514    73350   286828 |    92872    79423     12 |           0  -       98852 |  0.147 %  |
|         2 |     58180 |    9514    73350   286828 |    92872    81542     13 |          13  -      101782 |  0.147 %  |
|         0 |     58180 |    9514    73350   286828 |    92872    83372     15 |          13  -      102628 |  0.147 %  |
|         1 |     58180 |    9514    73350   286828 |    92872    45245      9 |          13  -      103469 |  0.147 %  |
|         3 |     87372 |    9514    73350   286828 |   102160    52143     17 |           0  -      136606 |  0.147 %  |
|         0 |     87372 |    9514    73350   286828 |   102160    57207     15 |          13  -      142024 |  0.147 %  |
|         1 |     87372 |    9514    73350   286828 |   102160    65726     15 |          13  -      141335 |  0.147 %  |
|         2 |     87372 |    9514    73350   286828 |   102160    56554     15 |          13  -      142273 |  0.147 %  |
|         3 |    131161 |    9514    73350   286828 |   112376    94829     16 |           0  -      189499 |  0.147 %  |
|         0 |    131161 |    9514    73350   286828 |   112376    99468     17 |          13  -      194635 |  0.147 %  |
|         2 |    131161 |    9514    73350   286828 |   112376    99313     17 |          13  -      196655 |  0.147 %  |
|         1 |    131161 |    9514    73350   286828 |   112376    54926     15 |          13  -      197787 |  0.147 %  |
|         0 |    196845 |    9514    73350   286828 |   123613    56962     17 |          13  -      272914 |  0.147 %  |
|         3 |    196845 |    9514    73350   286828 |   123613    56079     18 |           0  -      272911 |  0.147 %  |
|         1 |    196845 |    9514    73350   286828 |   123613    80066     17 |          13  -      277892 |  0.147 %  |
|         2 |    196845 |    9514    73350   286828 |   123613    64249     23 |          13  -      281779 |  0.147 %  |
|         0 |    295371 |    9514    73350   286828 |   135975    53905     15 |          13  -      388236 |  0.147 %  |
|         3 |    295371 |    9514    73350   286828 |   135975   121718     19 |           0  -      385274 |  0.147 %  |
|         1 |    295371 |    9514    73350   286828 |   135975    66717     14 |          13  -      391967 |  0.147 %  |
|         2 |    295371 |    9514    73350   286828 |   135975    61836     13 |          13  -      400430 |  0.147 %  |
|         0 |    443160 |    9514    73350   286828 |   149572    99618     25 |          13  -      550525 |  0.147 %  |
|         3 |    443160 |    9514    73350   286828 |   149572   104058     25 |           0  -      552782 |  0.147 %  |
|         1 |    443160 |    9514    73350   286828 |   149572   109596     25 |          13  -      553189 |  0.147 %  |
|         2 |    443160 |    9514    73350   286828 |   149572   117240     28 |          13  -      560986 |  0.147 %  |
|         0 |    664843 |    9514    73350   286828 |   164529   140887     26 |          13  -      773178 |  0.147 %  |
|         3 |    664843 |    9514    73350   286828 |   164529    59593     22 |           0  -      781346 |  0.147 %  |
|         2 |    664843 |    9514    73350   286828 |   164529    62678     19 |          13  -      786393 |  0.147 %  |
|         1 |    664843 |    9514    73350   286828 |   164529    77067     17 |          13  -      793996 |  0.147 %  |
|         0 |    997368 |    9514    73350   286828 |   180982   133824     39 |          13  -     1120338 |  0.147 %  |
|         3 |    997368 |    9514    73350   286828 |   180982   150855     36 |           0  -     1118732 |  0.147 %  |
|         2 |    997368 |    9514    73350   286828 |   180982    52410     47 |          13  -     1127387 |  0.147 %  |
|         1 |    997368 |    9514    73350   286828 |   180982    77300     49 |          13  -     1135878 |  0.147 %  |
|         0 |   1496156 |    9514    73350   286828 |   199081    82552     15 |          13  -     1579693 |  0.147 %  |
|         3 |   1496156 |    9514    73350   286828 |   199081   139012     26 |           0  -     1615113 |  0.147 %  |
|         1 |   1496156 |    
