WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:          8281                                                                                   |
|  Number of clauses:           62331                                                                                   |
|  Parse time:                   0.03 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         0 |       100 |    8272    62331   242535 |    22854      355      3 |           0  -         255 |  0.109 %  |
|         1 |       100 |    8272    62331   242535 |    22854      376      3 |          10  -         276 |  0.109 %  |
|         3 |       100 |    8270    62331   242535 |    22854      409      3 |           0  -         310 |  0.133 %  |
|         2 |       100 |    8272    62331   242535 |    22854      433      3 |          10  -         333 |  0.109 %  |
|         3 |       250 |    8270    62331   242535 |    25140      872      4 |           0  -         623 |  0.133 %  |
|         1 |       250 |    8270    62331   242535 |    25140      946      4 |          10  -         695 |  0.133 %  |
|         2 |       250 |    8270    62331   242535 |    25140     1036      4 |          10  -         786 |  0.133 %  |
|         0 |       250 |    8270    62331   242535 |    25140     1196      4 |          10  -         946 |  0.133 %  |
|         1 |       475 |    8270    62331   242535 |    27654     1776      4 |          10  -        1300 |  0.133 %  |
|         3 |       475 |    8270    62331   242535 |    27654     1830      4 |           0  -        1355 |  0.133 %  |
|         0 |       475 |    8270    62331   242535 |    27654     1893      4 |          10  -        1418 |  0.133 %  |
|         2 |       475 |    8270    62331   242535 |    27654     1908      4 |          10  -        1433 |  0.133 %  |
|         1 |       812 |    8270    62331   242535 |    30419     2982      4 |          10  -        2169 |  0.133 %  |
|         0 |       812 |    8270    62331   242535 |    30419     3053      4 |          10  -        2241 |  0.133 %  |
|         2 |       812 |    8270    62331   242535 |    30419     3075      4 |          10  -        2263 |  0.133 %  |
|         3 |       812 |    8270    62331   242535 |    30419     3435      4 |           0  -        2623 |  0.133 %  |
|         1 |      1318 |    8270    62318   242498 |    33461     4741      5 |          10  -        3423 |  0.133 %  |
|         0 |      1318 |    8270    62318   242498 |    33461     4835      5 |          10  -        3518 |  0.133 %  |
|         2 |      1318 |    8270    62318   242498 |    33461     5018      5 |          10  -        3701 |  0.133 %  |
|         3 |      1318 |    8270    62318   242498 |    33461     5311      5 |           0  -        3994 |  0.133 %  |
|         0 |      2077 |    8270    62318   242498 |    36807     7356      5 |          10  -        5280 |  0.133 %  |
|         2 |      2077 |    8270    62318   242498 |    36807     7527      5 |          10  -        5451 |  0.133 %  |
|         1 |      2077 |    8270    62318   242498 |    36807     7705      5 |          10  -        5628 |  0.133 %  |
|         3 |      2077 |    8270    62318   242498 |    36807     8104      5 |           0  -        6028 |  0.133 %  |
|         1 |      3216 |    8270    62318   242498 |    40488    11637      5 |          10  -        8421 |  0.133 %  |
|         2 |      3216 |    8270    62318   242498 |    40488    11604      5 |          10  -        8389 |  0.133 %  |
|         0 |      3216 |    8270    62318   242498 |    40488    11579      5 |          10  -        8364 |  0.133 %  |
|         3 |      3216 |    8270    62318   242498 |    40488    11974      5 |           0  -        8759 |  0.133 %  |
|         2 |      4924 |    8270    62318   242498 |    44537    17091      5 |          10  -       12168 |  0.133 %  |
|         1 |      4924 |    8270    62318   242498 |    44537    17724      5 |          10  -       12800 |  0.133 %  |
|         3 |      4924 |    8270    62318   242498 |    44537    17755      5 |           0  -       12832 |  0.133 %  |
|         0 |      4924 |    8270    62318   242498 |    44537    17799      5 |          10  -       12876 |  0.133 %  |
|         2 |      7486 |    8270    62318   242498 |    48991    24891      6 |          10  -       17406 |  0.133 %  |
|         1 |      7486 |    8270    62318   242498 |    48991    26155      6 |          10  -       18669 |  0.133 %  |
|         3 |      7486 |    8270    62318   242498 |    48991    26357      6 |           0  -       18872 |  0.133 %  |
|         0 |      7486 |    8270    62318   242498 |    48991    26499      6 |          10  -       19014 |  0.133 %  |
|         2 |     11330 |    8270    62318   242498 |    53890    35842      6 |          10  -       24513 |  0.133 %  |
|         1 |     11330 |    8270    62318   242498 |    53890    37677      7 |          10  -       26347 |  0.133 %  |
|         0 |     11330 |    8270    62318   242498 |    53890    37894      6 |          10  -       26565 |  0.133 %  |
|         3 |     11330 |    8270    62318   242498 |    53890    38425      6 |           0  -       27096 |  0.133 %  |
|         2 |     17096 |    8270    62318   242498 |    59279    51799      8 |          10  -       34704 |  0.133 %  |
|         1 |     17096 |    8270    62318   242498 |    59279    52125      8 |          10  -       35029 |  0.133 %  |
|         3 |     17096 |    8270    62318   242498 |    59279    52994      8 |           0  -       35899 |  0.133 %  |
|         0 |     17096 |    8270    62318   242498 |    59279    53374      8 |          10  -       36279 |  0.133 %  |
|         2 |     25745 |    8270    62318   242498 |    65207    44586     12 |          10  -       48809 |  0.133 %  |
|         1 |     25745 |    8270    62318   242498 |    65207    45386     10 |          10  -       49292 |  0.133 %  |
|         3 |     25745 |    8270    62318   242498 |    65207    45699     11 |           0  -       49702 |  0.133 %  |
|         0 |     25745 |    8270    62318   242498 |    65207    46753     11 |          10  -       50708 |  0.133 %  |
|         2 |     38719 |    8270    62318   242498 |    71727    43320     11 |          10  -       67369 |  0.133 %  |
|         1 |     38719 |    8270    62318   242498 |    71727    45665     13 |          10  -       69368 |  0.133 %  |
|         0 |     38719 |    8270    62318   242498 |    71727    45612     12 |          10  -       69533 |  0.133 %  |
|         3 |     38719 |    8270    62318   242498 |    71727    45674     11 |           0  -       69351 |  0.133 %  |
|         2 |     58180 |    8270    62318   242498 |    78900    54670     10 |          10  -       95363 |  0.133 %  |
|         0 |     58180 |    8270    62318   242498 |    78900    57549     11 |          10  -       97919 |  0.133 %  |
|         3 |     58180 |    8270    62318   242498 |    78900    58515     14 |           0  -       98724 |  0.133 %  |
|         1 |     58180 |    8270    62318   242498 |    78900    58985     12 |          10  -       99215 |  0.133 %  |
|         2 |     87372 |    8270    62318   242498 |    86790    82176     16 |          10  -      133325 |  0.133 %  |
|         3 |     87372 |    8270    62318   242498 |    86790    45117     17 |           0  -      136370 |  0.133 %  |
|         0 |     87372 |    8270    62318   242498 |    86790    45074     18 |          10  -      137318 |  0.133 %  |
|         1 |     87372 |    8270    62318   242498 |    86790    47939     15 |          10  -      138363 |  0.133 %  |
|         2 |    131161 |    8270    62318   242498 |    95469    49737     14 |          10  -      190736 |  0.133 %  |
|         3 |    131161 |    8270    62318   242498 |    95469    57561     13 |           0  -      192423 |  0.133 %  |
|         0 |    131161 |    8270    62318   242498 |    95469    59644     15 |          10  -      195783 |  0.133 %  |
|         1 |    131161 |    8270    62318   242498 |    95469    58873     13 |          10  -      195455 |  0.133 %  |
|         2 |    196845 |    8270    62318   242498 |   105016    95863     24 |          10  -      270436 |  0.133 %  |
|         3 |    196845 |    8270    62318   242498 |   105016    43999     24 |           0  -      271100 |  0.133 %  |
|         0 |    196845 |    8270    62318   242498 |   105016    47065     26 |          10  -      272080 |  0.133 %  |
|         1 |    196845 |    8270    62318   242498 |   105016    49722     26 |          10  -      275864 |  0.133 %  |
|         2 |    295371 |    8270    62318   242498 |   115518    71475     14 |          10  -      386595 |  0.133 %  |
|         0 |    295371 |    8270    62318   242498 |   115518    84310     17 |          10  -      390100 |  0.133 %  |
|         3 |    295371 |    8270    62318   242498 |   115518    79114     18 |           0  -      392622 |  0.133 %  |
|         1 |    295371 |    8270    62318   242498 |   115518    86769     20 |          10  -      395274 |  0.133 %  |
|         0 |    443160 |    8270    62318   242498 |   127070    58223     25 |          10  -      545149 |  0.133 %  |
|         2 |    443160 |    8270    62318   242498 |   127070    45451     28 |          10  -      548573 |  0.133 %  |
|         3 |    443160 |    8270    62318   242498 |   127070    46883     23 |           0  -      552719 |  0.133 %  |
|         1 |    443160 |    8270    62318   242498 |   127070    57758     28 |          10  -      557908 |  0.133 %  |
|         0 |    664843 |    8270    62318   242498 |   139777   118253     20 |          10  -      785090 |  0.133 %  |
|         2 |    664843 |    8270    62318   242498 |   139777   105155     19 |          10  -      787148 |  0.133 %  |
|         3 |    664843 |    8270    62318   242498 |   139777   113541     20 |           0  -      793599 |  0.133 %  |
|         1 |    664843 |    8270    62318   242498 |   139777   121596     21 |          10  -      797581 |  0.133 %  |
|         0 |    997368 |    8270    62318   242498 |   153754    47945     55 |          10  -     1115356 |  0.133 %  |
|         3 |    997368 |    8270    62318   242498 |   153754    66727     31 |           0  -     1135707 |  0.133 %  |
|         2 |    997368 |    8270    62318   242498 |   153754    73884     34 |          10  -     1139777 |  0.133 %  |
|         1 |    997368 |    8270    62318   242498 |   153754    81892     37 |          10  -     1141759 |  0.133 %  |
|         0 |   1496156 |    8270    62318   242498 |   169130   143488     26 |          10  -     1574777 |  0.133 %  |
|         3 |   1496156 |    8270    62318   242498 |   169130   127105     22 |           0  -     1637355 |  0.133 %  |
|         2 |   1496156 |    
