WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:           528                                                                                   |
|  Number of clauses:            4872                                                                                   |
|  Parse time:                   0.01 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         1 |       100 |     448     4744    26980 |     1786      241     10 |           0  -         141 | 15.152 %  |
|         3 |       100 |     448     4744    26980 |     1786      266     10 |           0  -         166 | 15.152 %  |
|         0 |       100 |     448     4744    26980 |     1739      293     11 |           0  -         193 | 15.152 %  |
|         2 |       100 |     448     4744    26980 |     1786      333     11 |           0  -         233 | 15.152 %  |
|         2 |       250 |     448     4744    26980 |     1965      619     10 |           0  -         369 | 15.152 %  |
|         1 |       250 |     448     4744    26980 |     1965      656     11 |           0  -         406 | 15.152 %  |
|         3 |       250 |     448     4744    26980 |     1965      707     11 |           0  -         457 | 15.152 %  |
|         0 |       250 |     448     4744    26980 |     1913      724     11 |           0  -         474 | 15.152 %  |
|         1 |       475 |     448     4744    26980 |     2161     1194     11 |           0  -         719 | 15.152 %  |
|         3 |       475 |     448     4744    26980 |     2161     1235     12 |           0  -         760 | 15.152 %  |
|         2 |       475 |     448     4744    26980 |     2161     1205     11 |           0  -         730 | 15.152 %  |
|         0 |       475 |     448     4744    26980 |     2104     1428     11 |           0  -         953 | 15.152 %  |
|         1 |       812 |     448     4744    26980 |     2377     1965     11 |           0  -        1153 | 15.152 %  |
|         2 |       812 |     448     4744    26980 |     2377     1995     11 |           0  -        1183 | 15.152 %  |
|         3 |       812 |     448     4744    26980 |     2377     2057     12 |           0  -        1245 | 15.152 %  |
|         0 |       812 |     448     4744    26980 |     2315     1292     13 |           0  -        1641 | 15.152 %  |
|         3 |      1318 |     448     4744    26980 |     2615     2055     14 |           0  -        2034 | 15.152 %  |
|         2 |      1318 |     448     4744    26980 |     2615     1970     13 |           0  -        1959 | 15.152 %  |
|         1 |      1318 |     448     4744    26980 |     2615     2081     13 |           0  -        2073 | 15.152 %  |
|         0 |      1318 |     448     4744    26980 |     2546     2241     13 |           0  -        2084 | 15.152 %  |
|         2 |      2077 |     448     4744    26980 |     2877     2352     13 |           0  -        2984 | 15.152 %  |
|         0 |      2077 |     448     4744    26980 |     2801     2601     13 |           0  -        3049 | 15.152 %  |
|         3 |      2077 |     448     4744    26980 |     2877     2677     14 |           0  -        3274 | 15.152 %  |
|         1 |      2077 |     448     4744    26980 |     2877     2617     13 |           0  -        3208 | 15.152 %  |
|         2 |      3216 |     448     4744    26980 |     3164     1632     13 |           0  -        4174 | 15.152 %  |
|         0 |      3216 |     448     4744    26980 |     3081     2328     14 |           0  -        4689 | 15.152 %  |
|         3 |      3216 |     448     4744    26980 |     3164     2266     15 |           0  -        4830 | 15.152 %  |
|         1 |      3216 |     448     4744    26980 |     3164     2170     15 |           0  -        4713 | 15.152 %  |
|         2 |      4924 |     448     4744    26980 |     3481     2242     13 |           0  -        6418 | 15.152 %  |
|         1 |      4924 |     448     4744    26980 |     3481     2983     12 |           0  -        7186 | 15.152 %  |
|         0 |      4924 |     448     4744    26980 |     3389     1752     13 |           0  -        7406 | 15.152 %  |
|         3 |      4924 |     448     4744    26980 |     3481     1768     14 |           0  -        7625 | 15.152 %  |
|         2 |      7486 |     448     4744    26980 |     3829     2259     13 |           0  -        9427 | 15.152 %  |
|         0 |      7486 |     448     4744    26980 |     3728     3584     14 |           0  -       10300 | 15.152 %  |
|         1 |      7486 |     448     4744    26980 |     3829     3323     14 |           0  -       10505 | 15.152 %  |
|         3 |      7486 |     448     4744    26980 |     3829     2778     17 |           0  -       11648 | 15.152 %  |
|         2 |     11330 |     448     4744    26980 |     4212     2892     14 |           0  -       14222 | 15.152 %  |
|         1 |     11330 |     448     4744    26980 |     4212     3675     14 |           0  -       15034 | 15.152 %  |
|         0 |     11330 |     448     4744    26980 |     4101     2544     13 |           0  -       15187 | 15.152 %  |
|         3 |     11330 |     448     4744    26980 |     4212     3099     15 |           0  -       18204 | 15.152 %  |
|         2 |     17096 |     448     4744    26980 |     4633     3077     14 |           0  -       19673 | 15.152 %  |
|         0 |     17096 |     448     4744    26980 |     4511     2905     15 |           0  -       22721 | 15.152 %  |
|         1 |     17096 |     448     4744    26980 |     4633     4065     15 |           0  -       22900 | 15.152 %  |
|         3 |     17096 |     448     4744    26980 |     4633     2994     14 |           0  -       25573 | 15.152 %  |
|         2 |     25745 |     448     4744    26980 |     5096     2961     15 |           0  -       27808 | 15.152 %  |
|         1 |     25745 |     448     4744    26980 |     5096     2993     13 |           0  -       32583 | 15.152 %  |
|         0 |     25745 |     448     4744    26980 |     4962     4051     14 |           0  -       34041 | 15.152 %  |
|         3 |     25745 |     448     4744    26980 |     5096     2693     14 |           0  -       35835 | 15.152 %  |
|         2 |     38719 |     448     4744    26980 |     5606     5020     17 |           0  -       43283 | 15.152 %  |
|         1 |     38719 |     448     4744    26980 |     5606     2764     15 |           0  -       45828 | 15.152 %  |
|         0 |     38719 |     448     4744    26980 |     5459     3276     16 |           0  -       48534 | 15.152 %  |
|         3 |     38719 |     448     4744    26980 |     5606     2727     15 |           0  -       51863 | 15.152 %  |
|         2 |     58180 |     448     4744    26980 |     6167     5028     14 |           0  -       61416 | 15.152 %  |
|         1 |     58180 |     448     4744    26980 |     6167     4966     13 |           0  -       66146 | 15.152 %  |
|         0 |     58180 |     448     4744    26980 |     6005     5531     14 |           0  -       70792 | 15.152 %  |
|         3 |     58180 |     448     4744    26980 |     6167     4876     15 |           0  -       75081 | 15.152 %  |
|         2 |     87372 |     448     4744    26980 |     6783     4810     16 |           0  -       92357 | 15.152 %  |
|         1 |     87372 |     448     4744    26980 |     6783     5546     17 |           0  -       97891 | 15.152 %  |
|         0 |     87372 |     448     4744    26980 |     6605     3297     15 |           0  -      101219 | 15.152 %  |
|         3 |     87372 |     448     4744    26980 |     6783     6155     18 |           0  -      104296 | 15.152 %  |
|         1 |    131161 |     448     4744    26980 |     7462     5753     15 |           0  -      130879 | 15.152 %  |
|         0 |    131161 |     448     4744    26980 |     7266     4140     15 |           0  -      143011 | 15.152 %  |
|         2 |    131161 |     448     4744    26980 |     7462     4552     15 |           0  -      135480 | 15.152 %  |
|         3 |    131161 |     448     4744    26980 |     7462     4887     14 |           0  -      146267 | 15.152 %  |
|         1 |    196845 |     448     4744    26980 |     8208     7186     18 |           0  -      204324 | 15.152 %  |
|         0 |    196845 |     448     4744    26980 |     7992     5859     19 |           0  -      209343 | 15.152 %  |
|         3 |    196845 |     448     4744    26980 |     8208     4266     19 |           0  -      213639 | 15.152 %  |
|         2 |    196845 |     448     4744    26980 |     8208     7240     19 |           0  -      202577 | 15.152 %  |
|         3 |    295371 |     448     4744    26980 |     9029     4859     17 |           0  -      295970 | 15.152 %  |
|         0 |    295371 |     448     4744    26980 |     8792     4732     15 |           0  -      301245 | 15.152 %  |
|         1 |    295371 |     448     4744    26980 |     9029     8242     13 |           0  -      295588 | 15.152 %  |
|         2 |    295371 |     448     4744    26980 |     9029     6555     16 |           0  -      300705 | 15.152 %  |
|         0 |    443160 |     448     4744    26980 |     9671     6105     17 |           0  -      432813 | 15.152 %  |
|         3 |    443160 |     448     4744    26980 |     9932     8645     17 |           0  -      446330 | 15.152 %  |
|         2 |    443160 |     448     4744    26980 |     9932     6010     19 |           0  -      423928 | 15.152 %  |
|         1 |    443160 |     448     4744    26980 |     9932     9112     18 |           0  -      438410 | 15.152 %  |
|         0 |    664843 |     448     4744    26980 |    10638     8094     15 |           0  -      547495 | 15.152 %  |
|         2 |    664843 |     448     4744    26980 |    10925     9835     16 |           0  -      614913 | 15.152 %  |
|         3 |    664843 |     448     4744    26980 |    10925     6906     14 |           0  -      641848 | 15.152 %  |
|         1 |    664843 |     448     4744    26980 |    10925     6531     14 |           0  -      637882 | 15.152 %  |
|         0 |    997368 |     448     4744    26980 |    11702     8365     17 |           0  -      777100 | 15.152 %  |
|         2 |    997368 |     448     4744    26980 |    12018     9325     18 |           0  -      825080 | 15.152 %  |
|         1 |    997368 |     448     4744    26980 |    12018     7395     18 |           0  -      832855 | 15.152 %  |
|         3 |    997368 |     448     4744    26980 |    12018     7614     18 |           0  -      858493 | 15.152 %  |
|         0 |   1496156 |     448     4744    26980 |    12872     7612     15 |           0  -      994722 | 15.152 %  |
|         2 |   1496156 |     448     4744    26980 |    13219     9249     16 |           0  -     1105338 | 15.152 %  |
|         1 |   1496156 |    
