WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:          8905                                                                                   |
|  Number of clauses:           67838                                                                                   |
|  Parse time:                   0.04 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         2 |       100 |    8894    67838   264634 |    24873      304      3 |           0  -         204 |  0.124 %  |
|         0 |       100 |    8894    67838   264634 |    24873      334      3 |          12  -         234 |  0.124 %  |
|         1 |       100 |    8894    67838   264634 |    24873      397      3 |          12  -         297 |  0.124 %  |
|         3 |       100 |    8894    67838   264634 |    24873      511      3 |          12  -         411 |  0.124 %  |
|         1 |       250 |    8893    67838   264634 |    27361      891      4 |          12  -         641 |  0.135 %  |
|         2 |       250 |    8893    67838   264634 |    27361      926      4 |           0  -         676 |  0.135 %  |
|         0 |       250 |    8893    67838   264634 |    27361     1009      4 |          12  -         759 |  0.135 %  |
|         3 |       250 |    8893    67838   264634 |    27361     1208      4 |          12  -         958 |  0.135 %  |
|         1 |       475 |    8893    67838   264634 |    30097     1625      4 |          13  -        1150 |  0.135 %  |
|         0 |       475 |    8893    67838   264634 |    30097     1754      4 |          13  -        1279 |  0.135 %  |
|         2 |       475 |    8892    67838   264634 |    30097     1970      4 |           0  -        1496 |  0.146 %  |
|         3 |       475 |    8892    67838   264634 |    30097     2144      4 |          13  -        1669 |  0.146 %  |
|         0 |       812 |    8891    67838   264634 |    33107     2865      4 |          14  -        2053 |  0.157 %  |
|         2 |       812 |    8891    67838   264634 |    33107     3108      4 |           0  -        2298 |  0.157 %  |
|         1 |       812 |    8891    67838   264634 |    33107     3237      4 |          14  -        2425 |  0.157 %  |
|         3 |       812 |    8891    67838   264634 |    33107     3408      4 |          14  -        2596 |  0.157 %  |
|         0 |      1318 |    8891    67818   264576 |    36417     4428      4 |          14  -        3110 |  0.157 %  |
|         2 |      1318 |    8891    67818   264576 |    36417     4859      4 |           0  -        3544 |  0.157 %  |
|         3 |      1318 |    8890    67818   264576 |    36417     5501      4 |          29  -        4184 |  0.168 %  |
|         1 |      1318 |    8890    67812   264560 |    36417     5711      5 |          29  -        4394 |  0.168 %  |
|         0 |      2077 |    8890    67818   264576 |    40059     6743      5 |          14  -        4667 |  0.168 %  |
|         2 |      2077 |    8890    67812   264560 |    40059     8047      5 |          15  -        5973 |  0.168 %  |
|         1 |      2077 |    8890    67812   264560 |    40059     8146      5 |          29  -        6070 |  0.168 %  |
|         3 |      2077 |    8890    67812   264560 |    40059     8637      5 |          29  -        6561 |  0.168 %  |
|         0 |      3216 |    8890    67812   264560 |    44065    10688      5 |          14  -        7473 |  0.168 %  |
|         2 |      3216 |    8890    67812   264560 |    44065    11758      5 |          15  -        8545 |  0.168 %  |
|         1 |      3216 |    8890    67812   264560 |    44065    12245      5 |          29  -        9030 |  0.168 %  |
|         3 |      3216 |    8890    67812   264560 |    44065    12690      5 |          29  -        9475 |  0.168 %  |
|         0 |      4924 |    8889    67805   264539 |    48472    16499      5 |          14  -       11578 |  0.180 %  |
|         2 |      4924 |    8889    67805   264539 |    48472    17715      5 |          16  -       12795 |  0.180 %  |
|         1 |      4924 |    8889    67805   264539 |    48472    18236      5 |          30  -       13314 |  0.180 %  |
|         3 |      4924 |    8889    67805   264539 |    48472    18668      5 |          30  -       13746 |  0.180 %  |
|         0 |      7486 |    8889    67805   264539 |    53319    24917      6 |          14  -       17434 |  0.180 %  |
|         2 |      7486 |    8889    67805   264539 |    53319    26206      6 |          16  -       18724 |  0.180 %  |
|         1 |      7486 |    8889    67805   264539 |    53319    26113      6 |          30  -       18629 |  0.180 %  |
|         3 |      7486 |    8889    67805   264539 |    53319    27147      6 |          30  -       19663 |  0.180 %  |
|         0 |     11330 |    8889    67805   264539 |    58651    36900      6 |          14  -       25573 |  0.180 %  |
|         2 |     11330 |    8889    67805   264539 |    58651    37630      6 |          16  -       26304 |  0.180 %  |
|         1 |     11330 |    8889    67805   264539 |    58651    37835      6 |          30  -       26507 |  0.180 %  |
|         3 |     11330 |    8889    67805   264539 |    58651    38381      7 |          30  -       27053 |  0.180 %  |
|         2 |     17096 |    8889    67805   264539 |    64516    52888      7 |          16  -       35796 |  0.180 %  |
|         1 |     17096 |    8889    67805   264539 |    64516    53448      8 |          30  -       36354 |  0.180 %  |
|         0 |     17096 |    8889    67805   264539 |    64516    53604      7 |          14  -       36511 |  0.180 %  |
|         3 |     17096 |    8889    67805   264539 |    64516    54827      8 |          30  -       37733 |  0.180 %  |
|         2 |     25745 |    8889    67805   264539 |    70968    43121      9 |          16  -       50286 |  0.180 %  |
|         1 |     25745 |    8889    67805   264539 |    70968    44266     10 |          30  -       51006 |  0.180 %  |
|         0 |     25745 |    8889    67805   264539 |    70968    44767      9 |          14  -       51438 |  0.180 %  |
|         3 |     25745 |    8889    67805   264539 |    70968    46497     10 |          30  -       53189 |  0.180 %  |
|         0 |     38719 |    8889    67805   264539 |    78065    40861     10 |          14  -       70300 |  0.180 %  |
|         2 |     38719 |    8889    67805   264539 |    78065    40236      9 |          16  -       70206 |  0.180 %  |
|         1 |     38719 |    8889    67805   264539 |    78065    41703     10 |          30  -       72399 |  0.180 %  |
|         3 |     38719 |    8889    67805   264539 |    78065    45726     10 |          30  -       75504 |  0.180 %  |
|         2 |     58180 |    8889    67805   264539 |    85871    49770     10 |          16  -       99363 |  0.180 %  |
|         0 |     58180 |    8889    67805   264539 |    85871    50703      9 |          14  -       99865 |  0.180 %  |
|         3 |     58180 |    8889    67805   264539 |    85871    56332     10 |          30  -      106741 |  0.180 %  |
|         1 |     58180 |    8889    67805   264539 |    85871    56286      9 |          30  -      106714 |  0.180 %  |
|         2 |     87372 |    8889    67805   264539 |    94458    77713     13 |          16  -      141393 |  0.180 %  |
|         0 |     87372 |    8889    67805   264539 |    94458    79474     13 |          14  -      142521 |  0.180 %  |
|         3 |     87372 |    8889    67805   264539 |    94458    82218     13 |          30  -      147249 |  0.180 %  |
|         1 |     87372 |    8889    67805   264539 |    94458    84168     13 |          30  -      148386 |  0.180 %  |
|         2 |    131161 |    8889    67805   264539 |   103904    80118     11 |          16  -      200724 |  0.180 %  |
|         0 |    131161 |    8889    67805   264539 |   103904    82599     12 |          14  -      200895 |  0.180 %  |
|         3 |    131161 |    8889    67805   264539 |   103904    83001     12 |          30  -      207939 |  0.180 %  |
|         1 |    131161 |    8889    67805   264539 |   103904    87581     12 |          30  -      208500 |  0.180 %  |
|         0 |    196845 |    8889    67805   264539 |   114295    63413     16 |          14  -      286187 |  0.180 %  |
|         2 |    196845 |    8889    67805   264539 |   114295    62166     16 |          16  -      287895 |  0.180 %  |
|         3 |    196845 |    8889    67805   264539 |   114295    66845     16 |          30  -      294474 |  0.180 %  |
|         1 |    196845 |    8889    67805   264539 |   114295    76380     18 |          30  -      295905 |  0.180 %  |
|         2 |    295371 |    8889    67805   264539 |   125724    80605     17 |          16  -      412636 |  0.180 %  |
|         0 |    295371 |    8889    67805   264539 |   125724    86819     16 |          14  -      411979 |  0.180 %  |
|         3 |    295371 |    8889    67805   264539 |   125724    81589     17 |          30  -      415032 |  0.180 %  |
|         1 |    295371 |    8889    67805   264539 |   125724    90385     18 |          30  -      419002 |  0.180 %  |
|         2 |    443160 |    8889    67805   264539 |   138297    95818     24 |          16  -      582080 |  0.180 %  |
|         0 |    443160 |    8889    67805   264539 |   138297   105111     22 |          14  -      586693 |  0.180 %  |
|         3 |    443160 |    8889    67805   264539 |   138297   109771     25 |          30  -      593288 |  0.180 %  |
|         1 |    443160 |    8889    67805   264539 |   138297   115650     24 |          30  -      594468 |  0.180 %  |
|         2 |    664843 |    8889    67805   264539 |   152126   109741     19 |          16  -      826788 |  0.180 %  |
|         3 |    664843 |    8889    67805   264539 |   152126   114978     20 |          30  -      836558 |  0.180 %  |
|         0 |    664843 |    8889    67805   264539 |   152126   123652     19 |          14  -      834204 |  0.180 %  |
|         1 |    664843 |    8889    67805   264539 |   152126    55409     16 |          30  -      848700 |  0.180 %  |
|         3 |    997368 |    8889    67805   264539 |   167339   102651     29 |          30  -     1192353 |  0.180 %  |
|         2 |    997368 |    8889    67805   264539 |   167339   117007     33 |          16  -     1200332 |  0.180 %  |
|         0 |    997368 |    8889    67805   264539 |   167339   124193     34 |          14  -     1202726 |  0.180 %  |
|         1 |    997368 |    8889    67805   264539 |   167339   140595     34 |          30  -     1200923 |  0.180 %  |
|         3 |   1496156 |    8889    67805   264539 |   184073    89221     15 |          30  -     1714569 |  0.180 %  |
|         2 |   1496156 |    8889    67805   264539 |   184073   104287     14 |          16  -     1727604 |  0.180 %  |
|         0 |   1496156 |    
