WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:          8281                                                                                   |
|  Number of clauses:           62341                                                                                   |
|  Parse time:                   0.02 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         0 |       100 |    8272    62341   242573 |    22858      296      3 |           0  -         196 |  0.109 %  |
|         1 |       100 |    8272    62341   242573 |    22858      328      4 |           0  -         228 |  0.109 %  |
|         3 |       100 |    8272    62341   242573 |    22858      476      4 |           0  -         376 |  0.109 %  |
|         2 |       100 |    8272    62341   242573 |    22858      499      4 |           0  -         399 |  0.109 %  |
|         0 |       250 |    8269    62341   242573 |    25144      901      4 |           0  -         653 |  0.145 %  |
|         1 |       250 |    8272    62341   242573 |    25144      908      4 |          11  -         658 |  0.109 %  |
|         2 |       250 |    8271    62341   242573 |    25144     1014      4 |          11  -         764 |  0.121 %  |
|         3 |       250 |    8271    62341   242573 |    25144     1100      4 |          11  -         849 |  0.121 %  |
|         2 |       475 |    8267    62341   242573 |    27658     1699      4 |          22  -        1224 |  0.169 %  |
|         3 |       475 |    8267    62341   242573 |    27658     1841      4 |          11  -        1366 |  0.169 %  |
|         0 |       475 |    8267    62341   242573 |    27658     1907      4 |          11  -        1435 |  0.169 %  |
|         1 |       475 |    8267    62341   242573 |    27658     2001      4 |          22  -        1526 |  0.169 %  |
|         3 |       812 |    8267    62341   242573 |    30424     3054      4 |          11  -        2242 |  0.169 %  |
|         2 |       812 |    8267    62341   242573 |    30424     3093      4 |          22  -        2281 |  0.169 %  |
|         1 |       812 |    8267    62341   242573 |    30424     3082      4 |          22  -        2270 |  0.169 %  |
|         0 |       812 |    8267    62341   242573 |    30424     3402      4 |          11  -        2592 |  0.169 %  |
|         2 |      1318 |    8267    62308   242478 |    33466     4821      5 |          22  -        3508 |  0.169 %  |
|         0 |      1318 |    8263    62308   242478 |    33466     5131      5 |          11  -        3822 |  0.217 %  |
|         3 |      1318 |    8263    62308   242478 |    33466     5166      5 |          18  -        3852 |  0.217 %  |
|         1 |      1318 |    8263    62308   242478 |    33466     5243      5 |          29  -        3930 |  0.217 %  |
|         3 |      2077 |    8261    62308   242478 |    36813     6976      5 |          19  -        4903 |  0.242 %  |
|         2 |      2077 |    8261    62267   242357 |    36813     7650      5 |          30  -        5583 |  0.242 %  |
|         1 |      2077 |    8261    62267   242357 |    36813     8202      5 |          30  -        6134 |  0.242 %  |
|         0 |      2077 |    8261    62267   242357 |    36813     8422      5 |          11  -        6360 |  0.242 %  |
|         3 |      3216 |    8261    62267   242357 |    40494    10739      5 |          19  -        7532 |  0.242 %  |
|         2 |      3216 |    8261    62267   242357 |    40494    11455      5 |          30  -        8249 |  0.242 %  |
|         0 |      3216 |    8258    62247   242299 |    40494    12297      5 |          32  -        9099 |  0.278 %  |
|         1 |      3216 |    8258    62247   242299 |    40494    12282      5 |          51  -        9080 |  0.278 %  |
|         3 |      4924 |    8258    62247   242299 |    44544    16320      5 |          40  -       11410 |  0.278 %  |
|         2 |      4924 |    8258    62247   242299 |    44544    17295      5 |          30  -       12387 |  0.278 %  |
|         0 |      4924 |    8258    62247   242299 |    44544    17884      6 |          32  -       12978 |  0.278 %  |
|         1 |      4924 |    8258    62247   242299 |    44544    18230      5 |          51  -       13320 |  0.278 %  |
|         3 |      7486 |    8258    62247   242299 |    48998    24858      6 |          40  -       17386 |  0.278 %  |
|         0 |      7486 |    8258    62247   242299 |    48998    25468      6 |          32  -       18000 |  0.278 %  |
|         2 |      7486 |    8258    62247   242299 |    48998    25517      6 |          30  -       18047 |  0.278 %  |
|         1 |      7486 |    8258    62247   242299 |    48998    26205      6 |          51  -       18733 |  0.278 %  |
|         3 |     11330 |    8258    62247   242299 |    53898    36109      7 |          40  -       24793 |  0.278 %  |
|         0 |     11330 |    8258    62247   242299 |    53898    36762      7 |          32  -       25450 |  0.278 %  |
|         2 |     11330 |    8258    62247   242299 |    53898    36755      7 |          30  -       25441 |  0.278 %  |
|         1 |     11330 |    8258    62247   242299 |    53898    37476      7 |          51  -       26160 |  0.278 %  |
|         3 |     17096 |    8258    62247   242299 |    59288    51198      8 |          40  -       34116 |  0.278 %  |
|         2 |     17096 |    8258    62247   242299 |    59288    51440      8 |          30  -       34359 |  0.278 %  |
|         0 |     17096 |    8258    62247   242299 |    59288    52025      9 |          32  -       34947 |  0.278 %  |
|         1 |     17096 |    8258    62247   242299 |    59288    52885      8 |          51  -       35803 |  0.278 %  |
|         2 |     25745 |    8258    62247   242299 |    65217    44069     12 |          30  -       48091 |  0.278 %  |
|         3 |     25745 |    8258    62247   242299 |    65217    43895     10 |          40  -       47931 |  0.278 %  |
|         0 |     25745 |    8258    62247   242299 |    65217    45447     11 |          32  -       49503 |  0.278 %  |
|         1 |     25745 |    8258    62247   242299 |    65217    47111     11 |          51  -       51176 |  0.278 %  |
|         3 |     38719 |    8258    62247   242299 |    71739    44076     11 |          40  -       67940 |  0.278 %  |
|         2 |     38719 |    8258    62247   242299 |    71739    43956     11 |          30  -       68507 |  0.278 %  |
|         0 |     38719 |    8258    62247   242299 |    71739    45044     10 |          32  -       68892 |  0.278 %  |
|         1 |     38719 |    8258    62247   242299 |    71739    47247     11 |          51  -       71608 |  0.278 %  |
|         3 |     58180 |    8258    62247   242299 |    78913    54528     11 |          40  -       95424 |  0.278 %  |
|         0 |     58180 |    8258    62247   242299 |    78913    55680     12 |          32  -       96031 |  0.278 %  |
|         2 |     58180 |    8258    62247   242299 |    78913    55781     13 |          30  -       96758 |  0.278 %  |
|         1 |     58180 |    8258    62247   242299 |    78913    59373     12 |          51  -      100212 |  0.278 %  |
|         3 |     87372 |    8258    62247   242299 |    86804    81044     17 |          40  -      132263 |  0.278 %  |
|         0 |     87372 |    8258    62247   242299 |    86804    42517     15 |          32  -      133649 |  0.278 %  |
|         2 |     87372 |    8258    62247   242299 |    86804    42154     19 |          30  -      134521 |  0.278 %  |
|         1 |     87372 |    8258    62247   242299 |    86804    44482     19 |          51  -      137601 |  0.278 %  |
|         0 |    131161 |    8258    62247   242299 |    95485    52673     14 |          32  -      188183 |  0.278 %  |
|         3 |    131161 |    8258    62247   242299 |    95485    48553     13 |          40  -      189475 |  0.278 %  |
|         2 |    131161 |    8258    62247   242299 |    95485    54882     13 |          30  -      190624 |  0.278 %  |
|         1 |    131161 |    8258    62247   242299 |    95485    57779     14 |          51  -      195067 |  0.278 %  |
|         3 |    196845 |    8258    62247   242299 |   105033    89964     22 |          40  -      265755 |  0.278 %  |
|         0 |    196845 |    8258    62247   242299 |   105033    94982     26 |          32  -      266538 |  0.278 %  |
|         2 |    196845 |    8258    62247   242299 |   105033    93919     22 |          30  -      267024 |  0.278 %  |
|         1 |    196845 |    8258    62247   242299 |   105033    95496     22 |          51  -      269988 |  0.278 %  |
|         2 |    295371 |    8258    62247   242299 |   115536    62505     14 |          30  -      379020 |  0.278 %  |
|         0 |    295371 |    8258    62247   242299 |   115536    72733     20 |          32  -      381209 |  0.278 %  |
|         3 |    295371 |    8258    62247   242299 |   115536    69042     15 |          40  -      381917 |  0.278 %  |
|         1 |    295371 |    8258    62247   242299 |   115536    69590     14 |          51  -      383863 |  0.278 %  |
|         3 |    443160 |    8258    62247   242299 |   127090    98332     27 |          40  -      540832 |  0.278 %  |
|         0 |    443160 |    8258    62247   242299 |   127090   112014     31 |          32  -      541102 |  0.278 %  |
|         2 |    443160 |    8258    62247   242299 |   127090   107100     27 |          30  -      542223 |  0.278 %  |
|         1 |    443160 |    8258    62247   242299 |   127090   108071     30 |          51  -      548099 |  0.278 %  |
|         0 |    664843 |    8258    62247   242299 |   139799    73835     20 |          32  -      778503 |  0.278 %  |
|         2 |    664843 |    8258    62247   242299 |   139799    57619     18 |          30  -      776511 |  0.278 %  |
|         3 |    664843 |    8258    62247   242299 |   139799    73212     19 |          40  -      781490 |  0.278 %  |
|         1 |    664843 |    8258    62247   242299 |   139799    87415     16 |          51  -      801517 |  0.278 %  |
|         2 |    997368 |    8258    62247   242299 |   153779    88639     46 |          30  -     1114352 |  0.278 %  |
|         3 |    997368 |    8258    62247   242299 |   153779    91802     36 |          40  -     1117925 |  0.278 %  |
|         0 |    997368 |    8258    62247   242299 |   153779    97660     33 |          32  -     1123069 |  0.278 %  |
|         1 |    997368 |    8258    62247   242299 |   153779   135300     38 |          51  -     1139790 |  0.278 %  |
|         3 |   1496156 |    8258    62247   242299 |   169157   117894     21 |          40  -     1600769 |  0.278 %  |
|         2 |   1496156 |    8258    62247   242299 |   169157   124331     24 |          30  -     1611613 |  0.278 %  |
|         0 |   1496156 |    
