WARNING: for repeatability, setting FPU to use double precision
 -----------------------------------------------------------------------------------------------------------------------
|                                 manysat2.0    4 thread(s) on 8 core(s)                                                |
 -----------------------------------------------------------------------------------------------------------------------
 ===============================================[ Problem Statistics ]==================================================
|                                                                                                                       |
|  Number of cores:                 4                                                                                   |
|  Number of variables:          8906                                                                                   |
|  Number of clauses:           67841                                                                                   |
|  Parse time:                   0.03 s                                                                                 |
|                                                                                                                       |
 ==============================================[ Search Statistics ]====================================================
|   Thread  | Conflicts |          ORIGINAL         |          LEARNT          |  exported  / imported      |  Progress |
|    (id)   |           |    Vars  Clauses Literals |    Limit  Clauses Lit/Cl |  (clauses by restart)      |           |
 =======================================================================================================================
|         0 |       100 |    8895    67841   264641 |    24875      246      3 |          12  -         146 |  0.124 %  |
|         3 |       100 |    8895    67841   264641 |    24875      438      3 |          12  -         338 |  0.124 %  |
|         1 |       100 |    8895    67841   264641 |    24875      456      3 |          12  -         355 |  0.124 %  |
|         2 |       100 |    8894    67841   264641 |    24875      458      3 |           0  -         359 |  0.135 %  |
|         1 |       250 |    8894    67841   264641 |    27362      916      4 |          12  -         665 |  0.135 %  |
|         0 |       250 |    8894    67841   264641 |    27362      959      4 |          12  -         708 |  0.135 %  |
|         3 |       250 |    8894    67841   264641 |    27362      970      4 |          12  -         720 |  0.135 %  |
|         2 |       250 |    8894    67841   264641 |    27362     1132      4 |           0  -         883 |  0.135 %  |
|         3 |       475 |    8894    67841   264641 |    30098     1735      4 |          25  -        1260 |  0.135 %  |
|         1 |       475 |    8893    67841   264641 |    30098     1822      4 |          12  -        1347 |  0.146 %  |
|         0 |       475 |    8893    67841   264641 |    30098     1895      4 |          25  -        1419 |  0.146 %  |
|         2 |       475 |    8893    67841   264641 |    30098     2051      4 |          13  -        1577 |  0.146 %  |
|         3 |       812 |    8893    67841   264641 |    33108     2699      4 |          25  -        1887 |  0.146 %  |
|         0 |       812 |    8893    67841   264641 |    33108     3042      4 |          25  -        2228 |  0.146 %  |
|         2 |       812 |    8893    67841   264641 |    33108     3245      4 |          13  -        2434 |  0.146 %  |
|         1 |       812 |    8893    67841   264641 |    33108     3487      4 |          12  -        2675 |  0.146 %  |
|         3 |      1318 |    8892    67829   264609 |    36419     4506      4 |          27  -        3188 |  0.157 %  |
|         0 |      1318 |    8892    67829   264609 |    36419     4951      4 |          27  -        3631 |  0.157 %  |
|         2 |      1318 |    8892    67823   264593 |    36419     5019      4 |          13  -        3703 |  0.157 %  |
|         1 |      1318 |    8892    67823   264593 |    36419     5683      4 |          14  -        4365 |  0.157 %  |
|         3 |      2077 |    8892    67823   264593 |    40061     7309      5 |          27  -        5232 |  0.157 %  |
|         2 |      2077 |    8892    67823   264593 |    40061     7602      5 |          13  -        5527 |  0.157 %  |
|         0 |      2077 |    8892    67823   264593 |    40061     7831      5 |          27  -        5752 |  0.157 %  |
|         1 |      2077 |    8892    67823   264593 |    40061     8359      5 |          14  -        6282 |  0.157 %  |
|         3 |      3216 |    8890    67809   264551 |    44067    10845      5 |          29  -        7631 |  0.180 %  |
|         2 |      3216 |    8890    67809   264551 |    44067    11661      5 |          15  -        8449 |  0.180 %  |
|         0 |      3216 |    8890    67809   264551 |    44067    11938      5 |          29  -        8722 |  0.180 %  |
|         1 |      3216 |    8890    67809   264551 |    44067    12952      5 |          14  -        9739 |  0.180 %  |
|         3 |      4924 |    8889    67803   264535 |    48474    16746      5 |          32  -       11824 |  0.191 %  |
|         2 |      4924 |    8889    67803   264535 |    48474    17006      5 |          15  -       12087 |  0.191 %  |
|         0 |      4924 |    8889    67803   264535 |    48474    17909      5 |          32  -       12984 |  0.191 %  |
|         1 |      4924 |    8889    67803   264535 |    48474    19553      5 |          17  -       14632 |  0.191 %  |
|         3 |      7486 |    8889    67803   264535 |    53321    24607      6 |          32  -       17122 |  0.191 %  |
|         2 |      7486 |    8889    67803   264535 |    53321    24998      6 |          15  -       17517 |  0.191 %  |
|         0 |      7486 |    8889    67803   264535 |    53321    26171      6 |          32  -       18684 |  0.191 %  |
|         1 |      7486 |    8889    67803   264535 |    53321    27635      6 |          17  -       20152 |  0.191 %  |
|         2 |     11330 |    8889    67803   264535 |    58654    36675      6 |          15  -       25350 |  0.191 %  |
|         3 |     11330 |    8889    67803   264535 |    58654    36671      6 |          32  -       25342 |  0.191 %  |
|         0 |     11330 |    8889    67803   264535 |    58654    37912      6 |          32  -       26581 |  0.191 %  |
|         1 |     11330 |    8889    67803   264535 |    58654    38846      6 |          17  -       27519 |  0.191 %  |
|         2 |     17096 |    8889    67803   264535 |    64519    52965      7 |          15  -       35874 |  0.191 %  |
|         3 |     17096 |    8889    67803   264535 |    64519    52990      7 |          32  -       35895 |  0.191 %  |
|         0 |     17096 |    8889    67803   264535 |    64519    54096      8 |          32  -       36999 |  0.191 %  |
|         1 |     17096 |    8889    67803   264535 |    64519    54482      8 |          17  -       37389 |  0.191 %  |
|         2 |     25745 |    8889    67803   264535 |    70971    42842     10 |          15  -       49841 |  0.191 %  |
|         0 |     25745 |    8889    67803   264535 |    70971    44443     11 |          32  -       51190 |  0.191 %  |
|         3 |     25745 |    8889    67803   264535 |    70971    43622      8 |          32  -       50968 |  0.191 %  |
|         1 |     25745 |    8889    67803   264535 |    70971    46446      9 |          17  -       53098 |  0.191 %  |
|         2 |     38719 |    8889    67803   264535 |    78068    39734     12 |          15  -       70422 |  0.191 %  |
|         0 |     38719 |    8889    67803   264535 |    78068    41928     11 |          32  -       71642 |  0.191 %  |
|         3 |     38719 |    8889    67803   264535 |    78068    40518     10 |          32  -       70926 |  0.191 %  |
|         1 |     38719 |    8889    67803   264535 |    78068    43015     10 |          17  -       72237 |  0.191 %  |
|         1 |     58180 |    8889    67803   264535 |    85875    52356     10 |          17  -      101175 |  0.191 %  |
|         2 |     58180 |    8889    67803   264535 |    85875    50918      9 |          15  -      101365 |  0.191 %  |
|         0 |     58180 |    8889    67803   264535 |    85875    52246     12 |          32  -      101584 |  0.191 %  |
|         3 |     58180 |    8889    67803   264535 |    85875    50871     10 |          32  -      100992 |  0.191 %  |
|         0 |     87372 |    8889    67803   264535 |    94462    77426     15 |          32  -      140589 |  0.191 %  |
|         3 |     87372 |    8889    67803   264535 |    94462    76704     15 |          32  -      140639 |  0.191 %  |
|         2 |     87372 |    8889    67803   264535 |    94462    77302     16 |          15  -      141560 |  0.191 %  |
|         1 |     87372 |    8889    67803   264535 |    94462    78036     16 |          17  -      140664 |  0.191 %  |
|         3 |    131161 |    8889    67803   264535 |   103909    69574     11 |          32  -      197907 |  0.191 %  |
|         0 |    131161 |    8889    67803   264535 |   103909    78372     12 |          32  -      201542 |  0.191 %  |
|         1 |    131161 |    8889    67803   264535 |   103909    82817     12 |          17  -      202026 |  0.191 %  |
|         2 |    131161 |    8889    67803   264535 |   103909    80922     11 |          15  -      204184 |  0.191 %  |
|         0 |    196845 |    8889    67803   264535 |   114300    56696     17 |          32  -      285984 |  0.191 %  |
|         3 |    196845 |    8889    67803   264535 |   114300    49721     18 |          32  -      284475 |  0.191 %  |
|         1 |    196845 |    8889    67803   264535 |   114300    55892     19 |          17  -      283962 |  0.191 %  |
|         2 |    196845 |    8889    67803   264535 |   114300    58000     24 |          15  -      288375 |  0.191 %  |
|         0 |    295371 |    8889    67803   264535 |   125730    69192     14 |          32  -      405520 |  0.191 %  |
|         3 |    295371 |    8889    67803   264535 |   125730    73359     15 |          32  -      408846 |  0.191 %  |
|         1 |    295371 |    8889    67803   264535 |   125730    78714     14 |          17  -      407873 |  0.191 %  |
|         2 |    295371 |    8889    67803   264535 |   125730    77445     14 |          15  -      413256 |  0.191 %  |
|         0 |    443160 |    8889    67803   264535 |   138303    88690     22 |          32  -      584960 |  0.191 %  |
|         3 |    443160 |    8889    67803   264535 |   138303    92052     22 |          32  -      590384 |  0.191 %  |
|         1 |    443160 |    8889    67803   264535 |   138303   101658     21 |          17  -      586949 |  0.191 %  |
|         2 |    443160 |    8889    67803   264535 |   138303    99494     23 |          15  -      595454 |  0.191 %  |
|         0 |    664843 |    8889    67803   264535 |   152133   102787     21 |          32  -      831073 |  0.191 %  |
|         3 |    664843 |    8889    67803   264535 |   152133   113286     15 |          32  -      837285 |  0.191 %  |
|         2 |    664843 |    8889    67803   264535 |   152133   121227     22 |          15  -      844176 |  0.191 %  |
|         1 |    664843 |    8889    67803   264535 |   152133   134751     22 |          17  -      845497 |  0.191 %  |
|         0 |    997368 |    8889    67803   264535 |   167346    69280     20 |          32  -     1182836 |  0.191 %  |
|         2 |    997368 |    8889    67803   264535 |   167346   132942     25 |          15  -     1214564 |  0.191 %  |
|         3 |    997368 |    8889    67803   264535 |   167346   115243     26 |          32  -     1210723 |  0.191 %  |
|         1 |    997368 |    8889    67803   264535 |   167346   141418     32 |          17  -     1218435 |  0.191 %  |
|         0 |   1496156 |    8889    67803   264535 |   184081   133209     24 |          32  -     1684532 |  0.191 %  |
|         2 |   1496156 |    8889    67803   264535 |   184081    94856     16 |          15  -     1729755 |  0.191 %  |
|         3 |   1496156 |    
